rule,mean_human,mean_llm,std_human,std_llm,difference,abs_difference,docs_human,docs_llm,docs_total,pct_human,pct_llm,mann_whitney_u,p_value,cohens_d,significant_005,significant_001,characteristic_of
"VERB(*, VERB/parataxis)",0.0039380999117818866,0.0020421282936760946,0.024304706145893758,0.013289850446941042,0.001895971618105792,0.001895971618105792,187,144,331,3.473254086181278,2.6716141001855287,14631659.0,0.011615154785887467,0.09679506856213728,True,False,human
"ADV(*, NOUN/obl:em)",0.002100361953993458,0.00021998569631350394,0.021035621962348792,0.0046962518034117376,0.0018803762576799538,0.0018803762576799538,80,14,94,1.485884101040119,0.2597402597402597,14688024.0,7.32359344268077e-12,0.12337935888303389,True,True,human
"PRON(*, PRON/nmod:de)",0.002380325798241578,0.0005678623582651614,0.02124485027370883,0.007019342314740178,0.0018124634399764165,0.0018124634399764165,93,40,133,1.7273402674591383,0.7421150278293135,14653803.0,3.1348410216833587e-06,0.11455983977152061,True,True,human
"VERB(*, PRON/obl:em)",0.002618963648017215,0.0008684157110825369,0.02187122776802594,0.008944299942556246,0.0017505479369346781,0.0017505479369346781,109,57,166,2.024517087667162,1.0575139146567718,14651500.5,3.916890988287358e-05,0.10476960718559448,True,True,human
"PROPN(*, NOUN/nmod:de)",0.005337917274141699,0.0035942888658364053,0.026733598065335647,0.015242477930946532,0.0017436284083052938,0.0017436284083052938,265,333,598,4.921991084695394,6.178107606679036,14355634.5,0.016032648636061672,0.08012900052611144,True,False,human
"VERB(NOUN/obj, *, NOUN/obl:em)",0.0023271544158509705,0.0006209740943459807,0.019118029342510414,0.0068011457304929974,0.0017061803215049898,0.0017061803215049898,110,49,159,2.0430906389301633,0.9090909090909091,14675613.0,8.84700363701339e-07,0.11891063032707681,True,True,human
"VERB(*, VERB/dep)",0.0021496942267742033,0.0004566535869493271,0.020234894078654617,0.007478521406241767,0.0016930406398248763,0.0016930406398248763,77,23,100,1.4301634472511144,0.4267161410018553,14655803.5,5.25126890633191e-08,0.11098873124413514,True,True,human
"VERB(PRON/nsubj, *, NOUN/obl:em)",0.0036059237199340304,0.0019527423383141121,0.02116036322467675,0.01210302458428044,0.0016531813816199183,0.0016531813816199183,202,156,358,3.7518573551263,2.8942486085343226,14639792.0,0.009543736931488325,0.0959076028920243,True,True,human
"VERB(PRON/obl:por, *)",0.0021198088298533956,0.000488954645542561,0.019161222259491916,0.006411276452787586,0.0016308541843108345,0.0016308541843108345,87,34,121,1.6158989598811293,0.6307977736549165,14653505.0,1.0901004300666077e-06,0.11414670014904142,True,True,human
"VERB(*, NOUN/obl:para)",0.012008000314135797,0.010423232440454061,0.035746833627430016,0.021887118427323164,0.0015847678736817354,0.0015847678736817354,828,1214,2042,15.37890044576523,22.523191094619666,13722747.0,9.98872966893122e-13,0.05346989748618311,True,True,human
NUM(*),0.03256519618057324,0.031007365196394427,0.05980766864819602,0.04658603599520289,0.0015578309841788145,0.0015578309841788145,2017,2700,4717,37.462852897473994,50.09276437847866,13457436.0,6.491005530952209e-13,0.029060733793209007,True,True,human
"NOUN(*, NOUN/nmod)",0.0025206067694160655,0.0010093329465680064,0.018801973734964457,0.008877905817112633,0.001511273822848059,0.001511273822848059,125,76,201,2.321693907875186,1.4100185528756957,14643959.0,0.00039417804079604885,0.10278973679895985,True,True,human
"VERB(*, VERB/advcl:a)",0.0021873402682381317,0.0007222759204213322,0.02022682662054653,0.008599822795787828,0.0014650643478167995,0.0014650643478167995,85,46,131,1.5787518573551262,0.8534322820037106,14616091.0,0.0005280782504751157,0.09426739577386437,True,True,human
INTJ(*),0.0016296042119954362,0.00016555043275121058,0.018388554111619566,0.0052728379108506074,0.0014640537792442257,0.0014640537792442257,57,6,63,1.0586924219910847,0.11131725417439703,14647324.0,1.137491577711254e-10,0.10823458400663676,True,True,human
"VERB(*, PRON/obl:com)",0.0025358593369456273,0.0011266206693186516,0.021116748761873767,0.009732727819740486,0.0014092386676269758,0.0014092386676269758,104,78,182,1.9316493313521546,1.4471243042671613,14581985.0,0.04538195843423527,0.08571251314152516,True,False,human
"NOUN(*, PUNCT/nmod:de)",0.0015316969044134408,0.00014360299964870845,0.019704095063486162,0.003911863258882311,0.0013880939047647323,0.0013880939047647323,41,8,49,0.7615156017830609,0.14842300556586271,14598976.0,2.1800924831919915e-06,0.0977198962594758,True,True,human
"VERB(VERB/advcl:caso, *)",0.001855086659536988,0.00047283906175772764,0.01791888992152141,0.006963321639593377,0.0013822475977792604,0.0013822475977792604,71,30,101,1.3187221396731055,0.5565862708719852,14621101.0,3.6614070864956487e-05,0.10168335418364627,True,True,human
"ADJ(*, ADJ/conj:e, ADJ/conj:e)",0.001828179905550996,0.00045812585394320535,0.016025462001876076,0.005891605291557095,0.0013700540516077906,0.0013700540516077906,89,34,123,1.6530460624071321,0.6307977736549165,14658905.0,5.246028362596359e-07,0.11347853504835036,True,True,human
"VERB(*, PROPN/obl:de)",0.004831150741266986,0.003488896893998899,0.028027533698542825,0.016868331145771416,0.0013422538472680876,0.0013422538472680876,218,279,497,4.049034175334324,5.176252319109462,14364201.0,0.01302865809535639,0.05802843714795715,True,False,human
"VERB(*, NOUN/nsubj)",0.0017341028914799772,0.00040816819069359247,0.015413564830035476,0.005984412898724269,0.0013259347007863848,0.0013259347007863848,82,27,109,1.5230312035661218,0.5009276437847866,14658603.0,1.0648782569086617e-07,0.11340831187923921,True,True,human
"VERB(*, PRON/obl:de)",0.0023242341388874186,0.001007647102899183,0.018941851838432257,0.009921025774681274,0.0013165870359882355,0.0013165870359882355,101,67,168,1.87592867756315,1.2430426716141,14603323.5,0.0069877393788562525,0.0870766521838447,True,True,human
"VERB(*, VERB/advcl:para_que)",0.0024492111633535015,0.0011345278638643722,0.01992591894533261,0.010265118834973417,0.0013146832994891293,0.0013146832994891293,101,72,173,1.87592867756315,1.3358070500927643,14589907.0,0.022784104345448315,0.08294780232848765,True,False,human
AUX(*),0.015849979203035953,0.014540022299555434,0.03566821353471777,0.025345343029964666,0.0013099569034805188,0.0013099569034805188,1195,1704,2899,22.195393759286777,31.614100185528756,13588833.0,2.7009224266189095e-13,0.04233817034151683,True,True,human
"PRON(*, NOUN/conj:e)",0.0021243535978481463,0.0008425552651516429,0.016995867289652175,0.008261674670392363,0.0012817983326965034,0.0012817983326965034,103,60,163,1.9130757800891531,1.1131725417439704,14627161.0,0.0005897628081500057,0.09592477558452998,True,True,human
"X(ADP/case, *)",0.0014994708740023214,0.0002301678122170477,0.015162699600281384,0.0049046672078692545,0.0012693030617852738,0.0012693030617852738,60,13,73,1.1144130757800892,0.24118738404452691,14636764.0,3.166588112063793e-08,0.11264058917228072,True,True,human
"VERB(NOUN/nsubj, *, NOUN/obl:de)",0.006079744884987155,0.004839479998668804,0.02513562396875295,0.016797600452088862,0.0012402648863183516,0.0012402648863183516,380,482,862,7.057949479940564,8.942486085343228,14281064.0,0.0025867653531168027,0.0580184464579834,True,True,human
"ADJ(NOUN/obl:em, *)",0.0016191578015047475,0.00039807278585514476,0.01603505742893519,0.005621991392552445,0.0012210850156496027,0.0012210850156496027,72,30,102,1.337295690936107,0.5565862708719852,14623720.0,2.6165437064553932e-05,0.1016283920135178,True,True,human
"NOUN(*, NOUN/conj:nem)",0.0014525735873801206,0.00029770364696617775,0.014843168354673413,0.005156627423075133,0.0011548699404139429,0.0011548699404139429,62,19,81,1.151560178306092,0.3525046382189239,14626070.0,1.5028919657187162e-06,0.10393895281188471,True,True,human
"VERB(NUM/obl:em, *)",0.0019688396783396206,0.0008405414039115059,0.017011452730825848,0.008153139376742804,0.0011282982744281146,0.0011282982744281146,88,63,151,1.6344725111441307,1.1688311688311688,14578995.0,0.03548489203080073,0.08458578389078349,True,False,human
"VERB(PRON/nsubj, *, SYM/obl:para)",0.0011253323926189095,0.0,0.013954116993391566,0.0,0.0011253323926189095,0.0011253323926189095,43,0,43,0.7986627043090639,0.0,14625765.0,4.9023165338743974e-11,0.11404951904682434,True,True,human
"ADV(*, NOUN/obl:com)",0.0018608482235089696,0.0007505689952284918,0.017516818555626153,0.00804930460589951,0.001110279228280478,0.001110279228280478,78,51,129,1.4487369985141159,0.9461966604823747,14583694.0,0.015215053427093662,0.0814501130762933,True,False,human
"NOUN(*, NOUN/conj:e, NOUN/conj:e, NOUN/conj:e)",0.0022592224402444745,0.0012143011198161861,0.015526354785763212,0.008824901987415071,0.0010449213204282884,0.0010449213204282884,141,108,249,2.6188707280832095,2.0037105751391464,14601997.0,0.02834380683576599,0.0827445899474039,True,False,human
"ADV(NOUN/nsubj, *)",0.00118686180901541,0.00014295491921683526,0.015091388096197252,0.00410671531068667,0.0010439068897985747,0.0010439068897985747,40,8,48,0.7429420505200595,0.14842300556586271,14596220.0,3.538147930941184e-06,0.09439198647135007,True,True,human
"VERB(*, PRON/obl:por)",0.0015322138915512694,0.0005079591555421047,0.01893858788929097,0.007150656811812793,0.0010242547360091647,0.0010242547360091647,50,31,81,0.9286775631500743,0.575139146567718,14561620.0,0.03217056164147581,0.07155433330537997,True,False,human
"VERB(PRON/nsubj, *, NOUN/obl:para)",0.0014439138810556562,0.0004346440823762355,0.01760525875276263,0.006264923355337401,0.0010092697986794207,0.0010092697986794207,54,29,83,1.0029717682020802,0.5380333951762524,14577709.0,0.005525801467418697,0.0763815804010278,True,True,human
"NOUN(*, NOUN/conj:ou, NOUN/conj:ou)",0.0013683601574160918,0.0003662160443119888,0.013198789547974203,0.005863225078096832,0.0010021441131041029,0.0010021441131041029,71,24,95,1.3187221396731055,0.4452690166975881,14636821.0,1.1950943077060452e-06,0.09813030939317856,True,True,human
"VERB(NOUN/obl:de, *, NOUN/obl:em)",0.0015630677344081647,0.0005685641557815313,0.017505581178388276,0.007683139030614265,0.0009945035786266335,0.0009945035786266335,60,33,93,1.1144130757800892,0.6122448979591837,14583260.0,0.004552660787922672,0.07356850281647451,True,True,human
"NOUN(*, VERB/nmod:de)",0.0010144606344418617,5.270282041186945e-05,0.016153147499696787,0.002245148774768559,0.0009617578140299922,0.0009617578140299922,28,3,31,0.5200594353640416,0.055658627087198514,14577289.0,6.759219372676132e-06,0.0834004867611312,True,True,human
"PRON(*, VERB/acl:relcl)",0.0011382143160719425,0.00017654311504178795,0.015323349789202575,0.004835011181226226,0.0009616712010301545,0.0009616712010301545,36,9,45,0.6686478454680534,0.16697588126159554,14582752.0,5.3153829294907794e-05,0.08464051687153817,True,True,human
"PRON(*, NOUN/nmod:de)",0.004564593096292735,0.003627486844789124,0.023740057357181682,0.015871603906917088,0.0009371062515036105,0.0009371062515036105,262,322,584,4.866270430906389,5.974025974025974,14367587.0,0.02466910443435972,0.046407946002274894,True,False,human
"VERB(*, VERB/parataxis, VERB/parataxis)",0.0011167895516028808,0.00018055637961315237,0.01571359808338653,0.0045221203163163535,0.0009362331719897284,0.0009362331719897284,35,9,44,0.650074294205052,0.16697588126159554,14580030.5,8.348921648667438e-05,0.08097395177644806,True,True,human
"PROPN(NOUN/nsubj, *)",0.0012471200254078147,0.00033681323944898206,0.01632850852097289,0.0061267487049777875,0.0009103067859588327,0.0009103067859588327,39,19,58,0.7243684992570579,0.3525046382189239,14564074.5,0.008074751371182874,0.07381654236598507,True,True,human
"NUM(*, PROPN/nmod:de)",0.0011197784388117626,0.00023629012792545598,0.0184431778847512,0.0051767280675352155,0.0008834883108863067,0.0008834883108863067,30,13,43,0.5572065378900446,0.24118738404452691,14555845.0,0.00912154145865755,0.0652248005497087,True,True,human
"NOUN(*, PROPN/nmod:via)",0.0011479844534473347,0.0002703988132188049,0.016274895919727122,0.007517911145832116,0.0008775856402285299,0.0008775856402285299,31,11,42,0.575780089153046,0.20408163265306123,14563911.5,0.00192744724926898,0.06922891076557848,True,True,human
"VERB(NOUN/nsubj, *, PROPN/obl:em)",0.003377334819081071,0.0025020986336773336,0.0239400553271359,0.01403240946613195,0.0008752361854037372,0.0008752361854037372,151,193,344,2.804606240713224,3.580705009276438,14405129.5,0.03311970628814309,0.04460515945266015,True,False,human
"VERB(*, PROPN/obl:para, VERB/conj:e)",0.001125299650155106,0.00025006803896818663,0.018075853829448485,0.005425601565777768,0.0008752316111869193,0.0008752316111869193,29,13,42,0.5386329866270431,0.24118738404452691,14553179.5,0.012947480133738745,0.06558538963076134,True,False,human
"ADJ(*, NOUN/nsubj)",0.0014705418435860327,0.0006075753793997226,0.016624011683683836,0.008141033567845832,0.0008629664641863101,0.0008629664641863101,54,35,89,1.0029717682020802,0.6493506493506493,14561646.0,0.04080322329062222,0.06593159266888705,True,False,human
"NOUN(*, PRON/ref, PRON/ref)",0.0011870397250346703,0.00033643805100818313,0.013060756408161423,0.005771444660455129,0.0008506016740264872,0.0008506016740264872,59,20,79,1.0958395245170878,0.37105751391465674,14615098.0,1.0292097402269497e-05,0.08424422628180207,True,True,human
"VERB(NOUN/obl:de, *, VERB/conj:e)",0.0012096433634323591,0.00035964308939187757,0.01451811804216872,0.005940499766140338,0.0008500002740404816,0.0008500002740404816,43,22,65,0.7986627043090639,0.40816326530612246,14566850.0,0.008507457891048086,0.07663177520730784,True,True,human
"VERB(VERB/advcl:se, *, NOUN/obl:em, NOUN/obl:por, X/obl:por, NOUN/obl:por, NOUN/obl:em)",0.0008436160983637934,0.0,0.011784528170568728,0.0,0.0008436160983637934,0.0008436160983637934,31,0,31,0.575780089153046,0.0,14593425.0,2.4246522509130522e-08,0.10123895589828898,True,True,human
"NOUN(*, PRON/nmod:com)",0.0012321852797180426,0.00038865245027030955,0.014252879337055236,0.006818429510961136,0.0008435328294477331,0.0008435328294477331,50,21,71,0.9286775631500743,0.38961038961038963,14588261.0,0.0005306861390747463,0.07550292400970088,True,True,human
"VERB(*, VERB/conj:e)",0.026704459700168777,0.025877642737455075,0.03968573025493966,0.028268396099756753,0.0008268169627137015,0.0008268169627137015,2340,3307,5647,43.46210995542348,61.3543599257885,13309458.0,3.4684789598429126e-15,0.023998195384180857,True,True,human
"VERB(VERB/advcl:como, *)",0.000944797299938884,0.0001207683836297898,0.012421640641981023,0.0038549113502445837,0.0008240289163090942,0.0008240289163090942,40,6,46,0.7429420505200595,0.11131725417439703,14601541.0,4.956593446562551e-07,0.08960078687404315,True,True,human
"VERB(VERB/dep, *)",0.0009869875182936963,0.00016535413328561436,0.012561468530423149,0.004796289842383912,0.000821633385008082,0.000821633385008082,39,7,46,0.7243684992570579,0.12987012987012986,14596149.5,2.2205806776962717e-06,0.08641716247944435,True,True,human
"VERB(*, NOUN/obl:em, NOUN/obl:em)",0.005426208052369971,0.004608323054179886,0.025899980388859985,0.017015287307258604,0.0008178849981900849,0.0008178849981900849,312,443,755,5.794947994056463,8.218923933209647,14192103.0,8.65048664274356e-06,0.03732477697107696,True,True,human
"VERB(*, X/obl:em)",0.0010501107388838197,0.00024643133443062834,0.012695866265269215,0.005029282690058634,0.0008036794044531914,0.0008036794044531914,43,14,57,0.7986627043090639,0.2597402597402597,14588207.0,0.00011257812919825586,0.08323063633206854,True,True,human
"VERB(PUNCT/parataxis, *)",0.0007977296888646504,0.0,0.01443551573133401,0.0,0.0007977296888646504,0.0007977296888646504,21,0,21,0.3900445765230312,0.0,14566475.0,4.446346775266675e-06,0.0781517034858167,True,True,human
"VERB(*, NOUN/obl:em, VERB/parataxis)",0.001086558195335798,0.0002888767518288518,0.01649380223127269,0.005817180834071473,0.0007976814435069462,0.0007976814435069462,28,14,42,0.5200594353640416,0.2597402597402597,14547784.0,0.02959058204409997,0.06450083282918923,True,False,human
"NOUN(*, NOUN/nmod:de, NOUN/nmod:via)",0.0008542893543094527,7.351183093658021e-05,0.013103879418354704,0.0024777137090686856,0.0007807775233728725,0.0007807775233728725,27,5,32,0.5014858841010401,0.09276437847866419,14569239.5,9.564041510909173e-05,0.08279697790725178,True,True,human
"NOUN(*, NOUN/obl:de)",0.0008732171786462878,0.00010003722664339241,0.012943773149461487,0.004036267076776518,0.0007731799520028954,0.0007731799520028954,34,4,38,0.6315007429420505,0.07421150278293136,14590739.0,1.0703674544726862e-06,0.08064625068176898,True,True,human
"VERB(NOUN/nsubj:pass, *, NOUN/obl:em)",0.0038218353569986954,0.0030572231152963033,0.023787234113370408,0.015369383154470567,0.0007646122417023921,0.0007646122417023921,182,238,420,3.3803863298662704,4.415584415584416,14370292.0,0.009916609974415194,0.03818171245235746,True,True,human
"NOUN(*, X/conj:e, NOUN/conj:e)",0.0007945373601872545,3.714787043483146e-05,0.011113203628963194,0.0019317518275031621,0.000757389489752423,0.000757389489752423,32,2,34,0.5943536404160475,0.03710575139146568,14590749.0,2.5107540659953723e-07,0.09495788721690679,True,True,human
"VERB(*, VERB/conj:e, VERB/conj:e, VERB/conj:e)",0.0008270546251009665,7.960922557660673e-05,0.011608605298997743,0.0034029429455204557,0.0007474453995243598,0.0007474453995243598,32,3,35,0.5943536404160475,0.055658627087198514,14588036.0,8.996551300039258e-07,0.0873802604615076,True,True,human
"VERB(PRON/obl:para, *)",0.0010254256002822152,0.0002850342821523505,0.014016169168544017,0.005482444851634714,0.0007403913181298646,0.0007403913181298646,37,16,53,0.687221396731055,0.29684601113172543,14566639.0,0.0037136169737472364,0.0695716708952966,True,True,human
"NOUN(NOUN/nmod:de, *, NOUN/nmod:de)",0.0009235759079635318,0.0001930789003604093,0.011546199872511946,0.004310680717400967,0.0007304970076031224,0.0007304970076031224,43,12,55,0.7986627043090639,0.22263450834879406,14593526.0,2.693838956761348e-05,0.08382224147473082,True,True,human
"VERB(*, NOUN/obl:em, VERB/conj:e, VERB/conj:e)",0.0008626966389301196,0.0001358130653198697,0.012132112590426902,0.003917913354150031,0.0007268835736102499,0.0007268835736102499,32,7,39,0.5943536404160475,0.12987012987012986,14577318.0,5.913648748176456e-05,0.08063101525681554,True,True,human
"VERB(VERB/advcl:se, *, NOUN/obl:em)",0.0008438673302776266,0.00011704239117692956,0.013442346322590176,0.003386964111862971,0.0007268249391006971,0.0007268249391006971,29,7,36,0.5386329866270431,0.12987012987012986,14569243.5,0.00023396595074479814,0.07414878800329505,True,True,human
"PROPN(NOUN/nsubj, AUX/cop, *)",0.0008094405690353341,8.759823991964345e-05,0.01656818021488516,0.004886319551658289,0.0007218423291156906,0.0007218423291156906,18,2,20,0.3343239227340267,0.03710575139146568,14553005.0,0.0003393657284264641,0.05909788910917375,True,True,human
"VERB(*, VERB/advcl:depois_que)",0.0008468574244027785,0.00012707207552761386,0.012246017646579505,0.0037157097541345337,0.0007197853488751646,0.0007197853488751646,30,7,37,0.5572065378900446,0.12987012987012986,14571947.0,0.00014788439938236521,0.07954243960604553,True,True,human
"ADJ(*, VERB/advcl:porque)",0.0007451470891416613,2.681896173968538e-05,0.013943652431982787,0.0013921786017570923,0.000718328127401976,0.000718328127401976,27,2,29,0.5014858841010401,0.03710575139146568,14577274.0,3.2827040282732475e-06,0.07249488620926009,True,True,human
"PROPN(*, PROPN/nmod:para)",0.000968745621022441,0.0002521145788484375,0.011874384742696132,0.004826685614740613,0.0007166310421740035,0.0007166310421740035,43,16,59,0.7986627043090639,0.29684601113172543,14582845.0,0.00040590306986730773,0.07906687945813556,True,True,human
"NOUN(*, PRON/nmod:em)",0.000941569503196576,0.00024209165393234894,0.015227145617326621,0.00518567533861332,0.0006994778492642271,0.0006994778492642271,29,13,42,0.5386329866270431,0.24118738404452691,14553139.5,0.013031226153073368,0.06149541670805992,True,False,human
"VERB(*, NOUN/obl:de, NOUN/obl:por)",0.0009192391058681611,0.00022882460733239776,0.01533371567095013,0.005016286567934854,0.0006904144985357633,0.0006904144985357633,27,13,40,0.5014858841010401,0.24118738404452691,14547762.5,0.02589511235633759,0.060520084175253064,True,False,human
"VERB(*, PROPN/obl:de, VERB/conj:e)",0.0008787319906632011,0.00018975775337179163,0.01585894966104696,0.004086070205844585,0.0006889742372914095,0.0006889742372914095,25,12,37,0.46433878157503716,0.22263450834879406,14545073.0,0.03143011932592518,0.05949586304651484,True,False,human
"VERB(NOUN/obl:de, *, NOUN/obl:a)",0.0008648259376533682,0.00019288635679849854,0.013051982694956811,0.00461201040070946,0.0006719395808548697,0.0006719395808548697,28,10,38,0.5200594353640416,0.18552875695732837,14558484.0,0.003364863663515269,0.0686466360795117,True,True,human
"NOUN(*, X/conj:ou)",0.0006901226048270004,2.846509255924646e-05,0.011642146271896013,0.0020896169968098116,0.0006616575122677539,0.0006616575122677539,24,1,25,0.4457652303120357,0.01855287569573284,14571865.0,4.072326991148137e-06,0.07910974205022873,True,True,human
"VERB(VERB/advcl:se, *, NOUN/obl:em, NOUN/obl:por, NOUN/obl:por, NOUN/obl:por, NOUN/obl:em, VERB/advcl:para)",0.0006524845893402787,0.0,0.010257203085263395,0.0,0.0006524845893402787,0.0006524845893402787,24,0,24,0.4457652303120357,0.0,14574560.0,9.252370605910111e-07,0.08996142006880876,True,True,human
