file,subset,adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,words_before_main_verb,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,apposition_per_clause,clauses_per_sentence,prepositions_per_clause,adjunct_per_clause,prepositions_per_sentence,relative_clauses,aux_plus_PCP_per_sentence,coordinate_conjunctions_per_clauses,ratio_coordinate_conjunctions,first_person_possessive_pronouns,first_person_pronouns,gerund_verbs,infinitive_verbs,inflected_verbs,non-inflected_verbs,participle_verbs,passive_ratio,second_person_possessive_pronouns,second_person_pronouns,sentences_with_five_clauses,sentences_with_four_clauses,sentences_with_one_clause,sentences_with_seven_more_clauses,sentences_with_six_clauses,sentences_with_three_clauses,sentences_with_two_clauses,sentences_with_zero_clause,simple_word_ratio,ratio_subordinate_conjunctions,third_person_possessive_pronouns,third_person_pronouns,negative_words,positive_words,adjective_diversity_ratio,adjectives_max,adjectives_min,adjectives_standard_deviation,adverbs_diversity_ratio,adverbs_max,adverbs_min,adverbs_standard_deviation,concretude_mean,concretude_std,concretude_1_25_ratio,concretude_25_4_ratio,concretude_4_55_ratio,concretude_55_7_ratio,content_word_diversity,content_word_max,content_word_min,content_word_standard_deviation,content_words_ambiguity,dalechall_adapted,verbal_time_moods_diversity,easy_conjunctions_ratio,familiaridade_mean,familiaridade_std,familiaridade_1_25_ratio,familiaridade_25_4_ratio,familiaridade_4_55_ratio,familiaridade_55_7_ratio,function_word_diversity,gunning_fox,hard_conjunctions_ratio,idade_aquisicao_mean,idade_aquisicao_std,idade_aquisicao_1_25_ratio,idade_aquisicao_25_4_ratio,idade_aquisicao_4_55_ratio,idade_aquisicao_55_7_ratio,imageabilidade_mean,imageabilidade_std,imageabilidade_1_25_ratio,imageabilidade_25_4_ratio,imageabilidade_4_55_ratio,imageabilidade_55_7_ratio,indefinite_pronouns_diversity,medium_long_sentence_ratio,max_noun_phrase,mean_noun_phrase,medium_short_sentence_ratio,min_noun_phrase,named_entity_ratio_sentence,named_entity_ratio_text,noun_diversity,nouns_max,nouns_min,nouns_standard_deviation,subtitles,postponed_subject_ratio,preposition_diversity,pronoun_diversity,pronouns_max,pronouns_min,pronouns_standard_deviation,dialog_pronoun_ratio,punctuation_diversity,punctuation_ratio,abstract_nouns_ratio,adverbs_before_main_verb_ratio,subjunctive_future_ratio,indefinite_pronoun_ratio,indicative_condition_ratio,indicative_future_ratio,indicative_imperfect_ratio,indicative_pluperfect_ratio,indicative_present_ratio,indicative_preterite_perfect_ratio,infinite_subordinate_clauses,oblique_pronouns_ratio,relative_pronouns_ratio,subjunctive_imperfect_ratio,subjunctive_present_ratio,subordinate_clauses,temporal_adjunct_ratio,demonstrative_pronoun_ratio,coreference_pronoun_ratio,non_svo_ratio,relative_pronouns_diversity_ratio,sentence_length_max,sentence_length_min,sentence_length_standard_deviation,short_sentence_ratio,std_noun_phrase,verb_diversity,verbs_max,verbs_min,verbs_standard_deviation,long_sentence_ratio,ratio_function_to_content_words
2231.txt,fake_br_human,0.0404,0.0202,0.58586,50.92386,0.41414,1.0,2.7931,16.5,0.35354,6,6,99,0.07071,0.17172,0.0,0.0,0.0,0.0,0.0,195165.5,4.3366,4.4375,790.66667,2.05983,2.05983,1.32533,1.32533,5.38252,5.47937,0.8125,10.3637,630.20059,0.0303,0.60606,0.06061,0.0,0.0202,0.0,0.05051,0.0,0.0303,0.0,0.0101,3.0,5.0,3.70833,7.26667,3.27526,8.0,39.0,0.69448,1.41463,4.71429,0.4,1.4,1.0,1.26667,1.2,1.66667,1.0,0.82344,0.07614,0.83339,0,0.82344,0.07614,0.87856,0.04752,0.88779,0.04158,0.0625,2.28571,1.125,0.625,2.57143,0.125,0.0,0.0,0.0,0,0.0,0.0,0.11765,0.76471,0.23529,0.11765,0.0,0,0.0,0.0,0.28571,0.14286,0.0,0.0,0.14286,0.28571,0.14286,0.65517,1.0,0,1.0,0.43103,0.2069,1.0,0.11111,0.0,0.04135,1.0,0.06667,0.0,0.02485,3.74415,0.63363,0.0,0.70732,0.29268,0.0,0.75862,0.55556,0.4,0.04886,4.88636,10.03722,3,0.07071,4.69328,0.75888,0.0,0.12195,0.70732,0.17073,0.39024,6.72929,0.0101,5.21674,1.56244,0.12195,0.04878,0.2439,0.53659,3.99967,0.5358,0.0,0.39024,0.60976,0.0,0,0.33333,15,4.80556,0.16667,1,0.08797,0.08163,0.68571,0.42857,0.2,0.07302,0.0,0.1,0.42105,0.71429,0.2,0.0,0.06434,0.0,0.33333,0.1405,0.0404,0.25,0.0,0.0,0.0,0.38462,0.0,0.0,0.15385,0.46154,0.0625,0.28571,0.28571,0.0,0.0,0.375,0.0,0.0,0.4,0.3125,0.5,26,9,6.0208,0.16667,3.81841,0.82353,0.26667,0.08333,0.06362,0.33333,0.7069
2232.txt,fake_br_human,0.03614,0.07229,0.66265,69.63855,0.33735,1.16667,2.4,11.85714,0.3253,6,7,83,0.08434,0.22892,0.09639,0.03614,0.0,0.0,0.06024,717409.50909,4.62047,4.66129,8280.66667,2.46567,2.46567,2.364,2.364,5.41118,5.43081,0.57895,9.47452,719.65428,0.0241,0.72289,0.03614,0.0,0.03614,0.0,0.0,0.0,0.0,0.0,0.0,2.33333,1.33333,2.96,9.5,2.07325,6.5,32.42857,0.69153,1.96429,0,0.5,0.66667,0.33333,0.38095,0.83333,1.0,0.83333,0.52472,0.37127,0.55585,0.0,0.78542,0.01497,0.69726,0.31699,0.71975,0.32488,0,0,0,0,0,0,-0.0,0,0,0,0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.8,0,0,0.5,0.25455,0.45455,1.0,0,0,0,0.5,0,0,0,3.86983,0.58695,0.0,0.59574,0.40426,0.0,0.78182,0.8,0.0,0.22526,5.0,8.02943,0,0.06024,4.88619,0.70202,0.0,0.10638,0.59574,0.29787,0.60714,4.86816,0.0,4.4625,1.71865,0.21277,0.14894,0.2766,0.31915,4.16555,0.46875,0.0,0.40426,0.57447,0.02128,0,0.14286,18,3.61429,0.14286,1,0,0.0,0.77778,0,0,0,0.0,0,0.625,0.85714,0,0,0,0.0,0.33333,0.12121,0.03614,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.5,0,0,19,0,6.66395,0.28571,4.16195,0.84211,0,0,0,0.42857,0.50909
2233.txt,fake_br_human,0.00654,0.03922,0.83007,91.73235,0.16993,1.0,1.68504,21.85714,0.69935,7,7,153,0.0,0.08497,0.00654,0.0,0.0,0.0,0.01307,1028044.1811,2.08223,2.8863,2203.71429,0.90086,0.90086,1.07186,1.07186,2.82724,3.51535,1.0,10.81848,1128.75724,0.0,0.68222,0.01961,0.0,0.0,0.0,0.01307,0.00654,0.0,0.0,0.01307,8.0,0.33333,1.54762,6.33333,2.66702,6.28571,76.57143,0.77333,4.88462,10.375,0.0,0.0,0.33333,2.0,0.5,2.2381,0.33333,0.67787,0.01852,0.67928,0,0.67787,0.01852,0.76309,0.0599,0.79076,0.07458,1.33333,1.125,2.0,0.55556,2.25,0.0,0.125,0.11111,0.5,0,0,0.07692,0.23077,0.61538,0.38462,0.07692,0.11111,0,0,0.0,0.0,0.5,0.0,0.0,0.125,0.125,0.25,0.44094,0.5,0,0,0.00787,0.07874,1.0,0.1,0.0,0.03499,0.66667,0.15385,0.0,0.05742,4.3464,0.84373,0.0,0.34286,0.57143,0.08571,0.68286,0.72115,0.42105,0.09373,2.58621,13.59604,3,0.00654,4.84185,0.64253,0.0,0.11429,0.77143,0.11429,0.5,8.81867,0.01961,5.05399,1.49593,0.02857,0.25714,0.2,0.45714,4.38155,0.55583,0.0,0.2,0.74286,0.05714,0,0.14286,22,4.26786,0.28571,1,0.18011,0.05512,0.63,0.96154,0.27778,0.22168,0.0,0.0,0.47368,0,0.0,0.0,0.0,0,0.19231,0.72021,0.01961,0.22222,0.0,0,0.0,0.375,0.0,0.0,0.5,0.125,0.11111,0,0,0.0,0.0,0.22222,0.33333,0.0,0.0,0.33333,0,78,7,23.14815,0.28571,4.43233,1.0,0.28571,0.0,0.09117,0.28571,0.20472
2234.txt,fake_br_human,0.04494,0.02247,0.65169,49.61989,0.34831,1.0,2.74138,12.71429,0.40449,7,7,89,0.03371,0.17978,0.01124,0.0,0.01124,0.0,0.0,244213.96552,4.00131,4.86498,8834.14286,2.32871,2.32871,3.73029,3.73029,5.06422,5.64497,0.69231,9.81707,779.756,0.0,0.67416,0.08989,0.0,0.01124,0.0,0.07865,0.0,0.03371,0.0,0.01124,4.5,4.0,1.66667,9.85714,2.23132,6.85714,20.0,0.77354,1.87097,2.42857,0.0,0.0,0.16667,0.71429,0.16667,0.80952,0.16667,0.7193,0.15625,0.71197,0,0.7193,0.15625,0.77943,0.18808,0.80203,0.18971,0.0,1.85714,1.23077,0.61538,2.28571,0.07692,0.0,0.0,0.0,0,0,0.0,0.25,0.625,0.375,0.125,0.0,0,0,0.0,0.0,0.14286,0.0,0.0,0.28571,0.42857,0.14286,0.63793,1.0,0,0,0.12069,0.24138,0.75,0.22222,0.0,0.07535,1.0,0.11111,0.0,0.03888,4.119,0.61052,0.0,0.5,0.47727,0.02273,0.7931,0.7,0.45455,0.0767,4.13462,11.00893,4,0.04494,4.69707,0.7714,0.0,0.20455,0.65909,0.13636,0.45161,5.22504,0.04494,4.76789,1.42454,0.11364,0.15909,0.31818,0.38636,4.26596,0.43214,0.0,0.34091,0.65909,0.0,0,0.0,17,4.36905,0.14286,1,0.1595,0.13253,0.72222,0.83333,0.2,0.19646,0.0,0.33333,0.47059,1.0,0.2,0.0,0.06925,0,0.33333,0.1,0.02247,0.23077,0.0,0.0,0.0,0.36364,0.0,0.0,0.45455,0.09091,0.07692,0.0,0.33333,0.0,0.09091,0.30769,0.0,0.0,0.0,0.30769,1.0,22,5,5.99319,0.42857,3.65843,0.9375,0.4,0.0,0.12126,0.42857,0.53448
2235.txt,fake_br_human,0.04225,0.02817,0.61972,56.90022,0.38028,1.0,2.70455,11.83333,0.3662,6,6,71,0.04225,0.1831,0.04225,0.02817,0.0,0.0,0.01408,198039.5,3.94866,4.28698,809.83333,1.7075,1.7075,2.64067,2.64067,4.98763,5.21,0.45455,9.09005,999.67951,0.0,0.76056,0.08451,0.0,0.04225,0.0,0.04225,0.0,0.02817,0.0,0.0,4.33333,1.0,2.36842,11.09091,2.28102,6.58333,20.5,0.60117,1.62963,6.4,0.0,0.0,0.8,0.46667,1.0,0.53333,1.0,0.79265,0.1084,0.74688,0,0.79265,0.1084,0.80854,0.10821,0.81424,0.11072,0.0,2.2,1.08333,0.5,2.2,0.0,0.2,0.16667,1.0,0.0,0,0.0,0.42857,0.42857,0.57143,0.14286,0.0,0.0,0,0.0,0.2,0.4,0.0,0.0,0.2,0.2,0.0,0.70455,0.0,1.0,0,0.31818,0.22727,1.0,0.125,0.0,0.05177,1.0,0.0625,0.0,0.02329,4.16474,0.79542,0.0,0.5,0.46667,0.03333,0.81818,0.61111,0.46667,0.04702,5.32353,10.00569,3,0.04225,5.09975,0.73238,0.0,0.1,0.5,0.4,0.66667,4.87981,0.0,4.55046,1.36613,0.1,0.2,0.43333,0.26667,4.40567,0.53916,0.0,0.23333,0.76667,0.0,0,0.16667,8,4.95833,0.16667,1,0.06882,0.05405,0.73077,0.6,0.28571,0.10662,0.0,0.0,0.76923,1.0,0.1,0.0,0.04137,0,0.42857,0.11111,0.01408,0.25,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.66667,0.5,0.0,0,0.0,0.16667,0.5,0.33333,0.0,0.0,0.25,0,16,8,2.73354,0.5,2.57539,0.92308,0.3,0.0,0.08858,0.16667,0.61364
2236.txt,fake_br_human,0.05797,0.08696,0.69565,43.55843,0.30435,1.0,2.77083,13.8,0.4058,5,5,69,0.05797,0.14493,0.01449,0.0,0.0,0.0,0.01449,473838.75,4.36612,4.70927,300.4,1.9988,1.9988,1.4784,1.4784,5.15084,5.42439,0.8,9.74108,494.19069,0.0,0.62319,0.04348,0.02899,0.01449,0.0,0.0,0.02899,0.0,0.0,0.0,1.0,6.6,1.26087,11.4,2.27486,6.3,36.2,0.7697,2.28571,0,0.0,0.0,0.75,1.0,1.75,2.2,1.5,0.75361,0.09518,0.76191,0,0.75361,0.09518,0.81226,0.0819,0.86219,0.05668,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66667,0,0,0,0.27083,0.14583,0.5,0.2,0.0,0.07485,0.66667,0.28571,0.0,0.1062,3.82047,0.66758,0.0,0.6129,0.3871,0.0,0.6875,1.0,0.52,0.16908,4.28571,10.04199,0,0.05797,4.95444,0.59075,0.0,0.03226,0.67742,0.29032,0.47619,5.68232,0.02899,4.54237,1.73889,0.19355,0.16129,0.19355,0.45161,4.14384,0.59327,0.0,0.45161,0.54839,0.0,1.0,0.0,12,3.25,0.0,1,0,0.0,0.71429,0.75,0.28571,0.17169,0.0,0,0.5,1.0,0.1,0.0,0.04127,0,0.375,0.12346,0.0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.0,0.0,0,0,33,4,11.19643,0.6,2.79303,0.7,0.25,0.1,0.05152,0.4,0.4375
2237.txt,fake_br_human,0.0381,0.10476,0.68571,46.54554,0.31429,1.0,2.45833,26.25,0.34286,4,4,105,0.04762,0.2,0.05714,0.02857,0.0,0.0,0.02857,1198727.45833,4.70636,4.59257,142.75,2.0465,2.0465,1.01675,1.01675,5.36148,5.28708,0.4,9.85227,787.20004,0.01,0.715,0.11429,0.00952,0.06667,0.0,0.04762,0.00952,0.04762,0.0,0.0,2.25,2.7,1.75,10.0,3.2684,6.625,78.25,0.70102,2.18182,0,0.33333,1.33333,1.66667,2.16667,2.66667,4.0,1.66667,0.82603,0.09429,0.79245,0,0.82603,0.09429,0.84712,0.05395,0.86305,0.06947,0,0,0,0,0,0,-0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.69444,0,0,1.0,0.26389,0.30556,1.0,0.07692,0.0,0.03145,0.72727,0.23077,0.02564,0.08499,4.07388,0.90868,0.0,0.59615,0.26923,0.13462,0.77778,0.69565,0.54545,0.06414,4.70175,10.65298,0,0.07619,4.91561,0.83938,0.01923,0.15385,0.51923,0.30769,0.66667,10.63714,0.0381,4.26449,1.79735,0.11538,0.42308,0.21154,0.15385,4.29918,0.7242,0.0,0.40385,0.46154,0.13462,0,0.0,12,3.24306,0.25,1,0,0.0,0.69444,0.63158,0.23529,0.15313,0.0,0,0.75,0.8,0.10256,0.0,0.04578,0.0,0.58333,0.09756,0.04762,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.33333,0.33333,0,0,39,13,10.61544,0.0,2.9718,0.90476,0.20588,0.07692,0.05253,0.75,0.45833
2238.txt,fake_br_human,0.05357,0.08929,0.73214,53.38643,0.26786,1.0,2.56098,8.0,0.375,7,7,56,0.07143,0.21429,0.05357,0.0,0.0,0.0,0.05357,728825.26829,3.87522,4.34229,8043.0,2.06457,2.06457,2.62414,2.62414,4.67816,5.05321,0.42857,8.70694,939.65106,0.0,0.76786,0.05357,0.0,0.0,0.0,0.05357,0.0,0.03571,0.0,0.0,0.66667,0.8,1.33333,7.88889,2.11863,6.28571,14.14286,0.87377,2.73333,3.28571,0.0,0.0,0.33333,0.33333,0.33333,0.47619,0.33333,0.62308,0.22891,0.55868,0,0.62308,0.22891,0.67273,0.17974,0.748,0.19651,0.0,1.57143,0.63636,0.45455,1.0,0.09091,0.0,0.0,0.0,0,0,0.09091,0.18182,0.72727,0.27273,0.0,0.0,0,0,0.14286,0.0,0.42857,0.0,0.0,0.14286,0.0,0.28571,0.60976,1.0,0,0,0.14634,0.29268,1.0,0.25,0.0,0.10982,0.6,0.25,0.0,0.08848,4.05844,0.7484,0.0,0.53571,0.42857,0.03571,0.80488,0.8,0.4,0.12746,2.88571,10.23651,2,0.05357,4.66531,0.7835,0.0,0.21429,0.57143,0.21429,0.66667,3.33571,0.0,4.79702,1.79444,0.17857,0.14286,0.14286,0.46429,4.23916,0.53367,0.0,0.32143,0.64286,0.03571,1.0,0.0,11,2.53571,0.0,1,0.1557,0.11111,0.7619,0.66667,0.25,0.13205,0.0,0.0,0.57143,1.0,0.25,0.0,0.09324,0,0.44444,0.13636,0.0,0.27273,0.0,0.25,0.0,0.0,0.0,0.0,0.375,0.625,0.27273,0.0,0.25,0.0,0.0,0.45455,0.0,0.0,0.0,0.27273,1.0,21,3,7.05084,0.71429,2.843,0.91667,0.33333,0.0,0.13133,0.28571,0.36585
2239.txt,fake_br_human,0.04505,0.03153,0.62613,28.66397,0.37387,1.0,3.0,20.18182,0.39189,11,11,222,0.06306,0.15766,0.02252,0.02252,0.0,0.0,0.0,398628.07914,3.99197,4.47443,743.45455,1.30818,1.12536,2.25355,1.92436,5.06359,5.36901,1.0,10.79912,1055.85884,0.00244,0.77528,0.07658,0.0,0.03604,0.0,0.03153,0.0,0.02252,0.0,0.01351,1.5,2.16667,1.43478,10.75,2.78929,7.40909,46.63636,0.67309,1.6747,6.72727,0.3,1.0,0.2,0.47273,0.8,0.76364,0.6,0.76475,0.08461,0.73997,0,0.76475,0.08461,0.81733,0.07081,0.85448,0.06755,0.0,2.63636,1.37931,0.58621,3.63636,0.13793,0.09091,0.2069,0.85714,0.0,0.0,0.09091,0.12121,0.51515,0.48485,0.27273,0.03448,0.0,0.0,0.0,0.09091,0.18182,0.09091,0.0,0.09091,0.54545,0.0,0.55396,0.14286,1.0,1.0,0.21583,0.46043,1.0,0.1,0.0,0.04316,1.0,0.05882,0.0,0.02432,4.32577,0.71818,0.0,0.33696,0.63043,0.03261,0.89025,0.81818,0.48,0.09226,3.53211,11.679,3,0.04955,4.72213,0.74612,0.0,0.18478,0.63043,0.18478,0.39759,8.22948,0.00901,4.84694,1.69825,0.09783,0.22826,0.30435,0.28261,4.47087,0.59676,0.0,0.29348,0.68478,0.02174,0.75,0.0,16,5.74242,0.0,1,0.14035,0.10762,0.8046,0.72727,0.26316,0.14689,0.0,0.0,0.38462,0.71429,0.2,0.0,0.06376,0.0,0.18182,0.10081,0.02703,0.13793,0.0,0.28571,0.0,0.05882,0.0,0.0,0.47059,0.47059,0.41379,0.0,0.28571,0.0,0.0,0.58621,0.15789,0.0,0.3,0.13793,0.5,38,10,8.38633,0.27273,3.8055,0.8,0.2,0.04,0.05554,0.72727,0.59712
224.txt,fake_br_human,0.03797,0.08861,0.57595,44.34834,0.42405,1.0,2.47253,31.6,0.23418,5,5,158,0.18987,0.21519,0.0443,0.01266,0.00633,0.0,0.0443,399716.83516,4.58522,4.67286,52.4,1.4818,1.4818,0.9814,0.9814,5.40531,5.50315,0.45455,10.98442,601.39738,0.0322,0.69475,0.09494,0.00633,0.01899,0.0,0.05063,0.01899,0.05063,0.0,0.0,2.0,1.57143,2.40625,8.25806,2.91011,8.2,85.2,0.60365,1.35821,7.28571,1.75,4.0,4.0,4.1,2.25,4.0,2.0,0.90837,0.04866,0.907,0,0.90837,0.04866,0.92201,0.05806,0.92387,0.05902,0.0,3.85714,0.7037,0.77778,2.71429,0.25926,0.0,0.11111,0.3,0,0.25,0.12903,0.16129,0.67742,0.32258,0.03226,0.0,0,0.0,0.14286,0.14286,0.28571,0.28571,0.0,0.0,0.14286,0.0,0.76923,0.7,0,0.75,0.27473,0.24176,1.0,0.07692,0.0,0.02958,0.42857,0.23077,0.0,0.08442,4.00233,0.77791,0.0,0.52857,0.45714,0.01429,0.7033,0.6875,0.44118,0.0823,4.68421,10.60044,6,0.12025,4.98318,0.6637,0.0,0.02857,0.67143,0.3,0.44776,12.7438,0.05063,4.24101,1.68085,0.21429,0.22857,0.38571,0.1,4.30502,0.55908,0.0,0.3,0.68571,0.01429,0.66667,0.0,52,11.22333,0.2,1,0.12849,0.05195,0.56757,0.46154,0.12903,0.10897,0.0,0.10714,0.57143,0.5,0.32258,0.07692,0.09098,0.25,0.3,0.08187,0.02532,0.25926,0.04762,0.2,0.04762,0.14286,0.0,0.0,0.42857,0.14286,0.22222,0.0,0.23333,0.0,0.19048,0.74074,0.07407,2.25,1.75,0.37037,0.42857,64,13,17.23485,0.0,12.01868,0.91176,0.25,0.15385,0.04025,0.8,0.73626
2240.txt,fake_br_human,0.07246,0.05797,0.68116,69.30626,0.31884,1.0,2.23404,13.8,0.34783,5,5,69,0.08696,0.2029,0.04348,0.04348,0.0,0.0,0.0,411382.6383,4.34038,4.88147,4267.2,2.3066,2.3066,3.417,3.417,5.11271,5.47994,0.15385,9.14456,669.86645,0.0,0.73913,0.08696,0.0,0.04348,0.0,0.04348,0.0,0.02899,0.0,0.0,8.0,2.66667,1.45455,10.72727,2.64595,7.1,23.4,0.85256,2.13636,4.42857,0.0,0.0,0.75,0.8,1.0,1.3,0.75,0.6801,0.08386,0.70156,0,0.6801,0.08386,0.77573,0.07068,0.79721,0.08851,0.08333,1.71429,0.83333,0.41667,1.42857,0.16667,0.0,0.25,1.0,0,0,0.0,0.30769,0.53846,0.46154,0.15385,0.0,0,0,0.0,0.14286,0.28571,0.0,0.0,0.28571,0.0,0.28571,0.6383,0.0,0,0,0.14894,0.2766,0.8,0.13636,0.0,0.05087,1.0,0.25,0.0,0.10541,4.13712,0.68415,0.0,0.35484,0.6129,0.03226,0.78723,0.6,0.56,0.01773,4.82927,11.1862,3,0.04348,4.78698,0.88591,0.0,0.25806,0.45161,0.29032,0.63636,5.63014,0.01449,5.00583,1.96423,0.09677,0.25806,0.16129,0.3871,4.34084,0.48879,0.0,0.22581,0.77419,0.0,1.0,0.2,12,5.73333,0.2,1,0.26245,0.13699,0.75,0.5,0.25,0.08635,0.0,0.0,0.6,0.83333,0.25,0.0,0.08518,0,0.54545,0.13415,0.0,0.08333,0.28571,0.5,0.0,0.0,0.0,0.0,0.57143,0.14286,0.33333,0.0,0.33333,0.0,0.0,0.5,0.0,0.5,0.0,0.16667,0.5,22,4,5.94643,0.2,3.36006,0.78571,0.25,0.07143,0.07466,0.4,0.46809
2241.txt,fake_br_human,0.0,0.05155,0.61856,56.70703,0.38144,1.0,2.71667,9.7,0.27835,10,10,97,0.09278,0.28866,0.04124,0.0,0.0,0.0,0.03093,478262.78333,4.57013,4.84302,8258.4,2.6276,2.2174,3.6648,3.2813,5.25322,5.47377,0.46154,9.57289,953.65043,0.02062,0.74227,0.03093,0.0,0.01031,0.0,0.0,0.01031,0.01031,0.0,0.01031,0,1.6,2.6,8.64,1.94415,6.15,16.1,0.7142,1.62162,3.1,0.0,0.22222,0.11111,0.15556,0.33333,0.35556,0.11111,0.72427,0.12548,0.71206,0,0.72427,0.12548,0.8006,0.13296,0.81667,0.13722,0.0,1.8,0.61111,0.38889,1.1,0.16667,0.1,0.0,0.0,0.0,0.0,0.12,0.28,0.56,0.44,0.04,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.4,0.1,0.65,1.0,1.0,1.0,0.33333,0.41667,0,0.0,0.0,0.0,0.6,0.125,0.0,0.05163,3.83779,0.72778,0.0,0.70213,0.25532,0.04255,0.83333,0.66667,0.4,0.10041,5.52,10.30339,5,0.07216,5.04403,0.86837,0.0,0.19149,0.40426,0.40426,0.59459,4.01608,0.04124,4.48896,1.91245,0.17021,0.29787,0.17021,0.25532,4.2165,0.61814,0.0,0.29787,0.65957,0.04255,1.0,0.0,11,2.98333,0.1,1,0.05968,0.05435,0.85185,0.5,0.0,0.14232,0.0,0.07692,0.53333,0.77778,0.25,0.0,0.09678,0.0,0.25,0.12844,0.0,0.27778,0.0,0.11111,0.07143,0.07143,0.07143,0.0,0.64286,0.14286,0.22222,0.0,0.33333,0.0,0.0,0.44444,0.0,0.11111,0.0,0.33333,0.33333,22,2,5.56866,0.7,2.29463,0.89286,0.5,0.18182,0.10078,0.2,0.61667
2242.txt,fake_br_human,0.02817,0.05634,0.6338,50.94248,0.3662,1.0,2.66667,11.83333,0.35211,6,6,71,0.05634,0.19718,0.04225,0.02817,0.0,0.0,0.01408,293443.55556,4.36027,4.74082,1832.33333,2.50383,2.50383,2.855,2.432,5.11999,5.34372,0.64286,8.55199,1974.67557,0.0,0.90141,0.04225,0.0,0.02817,0.0,0.0,0.0,0.0,0.0,0.01408,0.5,2.25,2.90476,9.27273,2.47669,6.41667,23.5,0.65575,1.73077,6.5,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.74329,0.0434,0.72574,0,0.74329,0.0434,0.78932,0.07485,0.79754,0.07064,0.0,1.83333,0.90909,0.72727,1.66667,0.09091,0.16667,0.18182,1.0,0,0,0.14286,0.14286,0.5,0.5,0.21429,0.09091,0,0,0.0,0.16667,0.5,0.0,0.0,0.0,0.33333,0.0,0.73333,0.0,0,0,0.42222,0.2,1.0,0.07692,0.0,0.03133,1.0,0.16667,0.0,0.05653,4.08786,0.85025,0.02857,0.57143,0.31429,0.08571,0.97778,0.57143,0.4375,0.04585,4.55263,9.3385,3,0.04225,4.7372,0.8548,0.0,0.22857,0.54286,0.22857,0.76923,4.90235,0.02817,4.96594,1.69629,0.11429,0.2,0.28571,0.25714,4.32997,0.63408,0.0,0.34286,0.62857,0.02857,1.0,0.0,11,4.22222,0.5,2,0.07742,0.08219,1.0,0.46154,0.26316,0.06678,0.0,0.0,0.84615,1.0,0.16667,0.0,0.06389,0,0.33333,0.13953,0.02817,0.36364,0.0,0.75,0.0,0.0,0.0,0.22222,0.44444,0.33333,0.09091,0.0,0.25,0.0,0.0,0.18182,0.0,0.0,0.0,0.36364,1.0,19,6,4.33654,0.33333,2.67997,0.92857,0.26316,0.07692,0.06293,0.16667,0.57778
