file,subset,adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,words_before_main_verb,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,apposition_per_clause,clauses_per_sentence,prepositions_per_clause,adjunct_per_clause,prepositions_per_sentence,relative_clauses,aux_plus_PCP_per_sentence,coordinate_conjunctions_per_clauses,ratio_coordinate_conjunctions,first_person_possessive_pronouns,first_person_pronouns,gerund_verbs,infinitive_verbs,inflected_verbs,non-inflected_verbs,participle_verbs,passive_ratio,second_person_possessive_pronouns,second_person_pronouns,sentences_with_five_clauses,sentences_with_four_clauses,sentences_with_one_clause,sentences_with_seven_more_clauses,sentences_with_six_clauses,sentences_with_three_clauses,sentences_with_two_clauses,sentences_with_zero_clause,simple_word_ratio,ratio_subordinate_conjunctions,third_person_possessive_pronouns,third_person_pronouns,negative_words,positive_words,adjective_diversity_ratio,adjectives_max,adjectives_min,adjectives_standard_deviation,adverbs_diversity_ratio,adverbs_max,adverbs_min,adverbs_standard_deviation,concretude_mean,concretude_std,concretude_1_25_ratio,concretude_25_4_ratio,concretude_4_55_ratio,concretude_55_7_ratio,content_word_diversity,content_word_max,content_word_min,content_word_standard_deviation,content_words_ambiguity,dalechall_adapted,verbal_time_moods_diversity,easy_conjunctions_ratio,familiaridade_mean,familiaridade_std,familiaridade_1_25_ratio,familiaridade_25_4_ratio,familiaridade_4_55_ratio,familiaridade_55_7_ratio,function_word_diversity,gunning_fox,hard_conjunctions_ratio,idade_aquisicao_mean,idade_aquisicao_std,idade_aquisicao_1_25_ratio,idade_aquisicao_25_4_ratio,idade_aquisicao_4_55_ratio,idade_aquisicao_55_7_ratio,imageabilidade_mean,imageabilidade_std,imageabilidade_1_25_ratio,imageabilidade_25_4_ratio,imageabilidade_4_55_ratio,imageabilidade_55_7_ratio,indefinite_pronouns_diversity,medium_long_sentence_ratio,max_noun_phrase,mean_noun_phrase,medium_short_sentence_ratio,min_noun_phrase,named_entity_ratio_sentence,named_entity_ratio_text,noun_diversity,nouns_max,nouns_min,nouns_standard_deviation,subtitles,postponed_subject_ratio,preposition_diversity,pronoun_diversity,pronouns_max,pronouns_min,pronouns_standard_deviation,dialog_pronoun_ratio,punctuation_diversity,punctuation_ratio,abstract_nouns_ratio,adverbs_before_main_verb_ratio,subjunctive_future_ratio,indefinite_pronoun_ratio,indicative_condition_ratio,indicative_future_ratio,indicative_imperfect_ratio,indicative_pluperfect_ratio,indicative_present_ratio,indicative_preterite_perfect_ratio,infinite_subordinate_clauses,oblique_pronouns_ratio,relative_pronouns_ratio,subjunctive_imperfect_ratio,subjunctive_present_ratio,subordinate_clauses,temporal_adjunct_ratio,demonstrative_pronoun_ratio,coreference_pronoun_ratio,non_svo_ratio,relative_pronouns_diversity_ratio,sentence_length_max,sentence_length_min,sentence_length_standard_deviation,short_sentence_ratio,std_noun_phrase,verb_diversity,verbs_max,verbs_min,verbs_standard_deviation,long_sentence_ratio,ratio_function_to_content_words
2363.txt,fake_br_llm,0.06475,0.02638,0.59233,32.30103,0.40767,2.0,3.06073,20.85,0.34053,10,20,417,0.04077,0.16067,0.04317,0.03837,0.0,0.0,0.0048,146633.16194,4.29415,4.47216,1070.9,2.0104,1.68535,2.42545,2.1162,5.25163,5.38982,0.71642,11.38619,1111.29909,0.005,0.76362,0.08873,0.00719,0.04556,0.0048,0.02638,0.00719,0.02398,0.0,0.01199,1.65385,2.4,2.1,8.54,2.91343,7.1,50.0,0.55801,1.45294,4.90909,0.10526,0.73684,0.36842,0.37368,0.52632,0.52632,0.36842,0.76313,0.08902,0.74683,0.06227,0.85777,0.07412,0.84691,0.06726,0.89005,0.05114,0.0339,2.68182,1.08475,0.64407,2.90909,0.08475,0.40909,0.28814,0.73913,0,0.0,0.14706,0.07353,0.52941,0.47059,0.25,0.08475,0,0.0,0.09091,0.13636,0.13636,0.0,0.04545,0.18182,0.36364,0.04545,0.66397,0.26087,0,1.0,0.47773,0.45344,0.77778,0.16667,0.0,0.04896,0.90909,0.11111,0.0,0.03657,4.30606,0.83735,0.0,0.36898,0.51337,0.11765,0.88757,0.61538,0.43182,0.05046,3.62136,10.35052,6,0.08153,4.65919,0.65608,0.0,0.16578,0.71123,0.12299,0.37479,8.50691,0.01918,5.1522,1.54941,0.06417,0.16578,0.33155,0.33155,4.46085,0.66346,0.0,0.24599,0.67914,0.07487,0.66667,0.05,26,5.26792,0.15,1,0.07621,0.05687,0.81279,0.57143,0.23333,0.07123,0.0,0.05263,0.31429,0.58824,0.11111,0.0,0.03512,0.0,0.09259,0.15222,0.03118,0.15254,0.0,0.17647,0.09756,0.0,0.04878,0.12195,0.21951,0.4878,0.35593,0.05882,0.29412,0.0,0.02439,0.54237,0.09615,0.15789,0.10526,0.20339,0.6,39,11,7.19913,0.05,4.52496,0.92537,0.18182,0.04762,0.03721,0.75,0.68826
2364.txt,fake_br_llm,0.05882,0.02353,0.60941,40.97898,0.39059,3.5,2.89189,20.2381,0.37176,6,21,425,0.04235,0.15529,0.04471,0.03294,0.00235,0.0,0.00706,330645.62548,4.04161,4.35354,559.85,1.7886,1.7886,1.67475,1.3572,5.13997,5.29531,0.86667,11.51156,1210.05075,0.00393,0.77245,0.08,0.00235,0.04471,0.0,0.02588,0.0,0.02353,0.0,0.00941,2.84,2.0,2.07563,8.43103,2.49412,6.85714,47.04762,0.66491,1.56024,4.59091,0.15,0.65,0.55,0.49048,0.4,0.60476,0.4,0.65355,0.26141,0.65684,0.2339,0.90354,0.04023,0.79351,0.21165,0.83856,0.20395,0.03333,2.72727,1.08333,0.51667,2.95455,0.08333,0.13636,0.25,0.55556,0.0,0.0,0.08696,0.21739,0.57971,0.42029,0.11594,0.05,0.0,0.0,0.04545,0.22727,0.13636,0.04545,0.0,0.22727,0.22727,0.09091,0.61776,0.44444,1.0,1.0,0.26255,0.38996,0.92,0,0,0,0.7,0,0,0,3.96079,0.66098,0.0,0.56477,0.42487,0.01036,0.91531,0.64286,0.0,0.12221,3.9375,10.91916,7,0.08,4.50181,0.79428,0.01036,0.23834,0.63212,0.11917,0.34104,8.24206,0.01647,5.2803,1.57605,0.07254,0.12435,0.3057,0.38342,4.13131,0.53738,0.0,0.39378,0.60622,0.0,1.0,0.04762,25,5.69841,0.04762,1,0.11696,0.09809,0.82169,0,0,0,0.0,0.06061,0.32857,0.61111,0,0,0,0.0,0.10169,0.14571,0.04,0.15,0.0,0.11111,0.02439,0.09756,0.02439,0.02439,0.43902,0.34146,0.3,0.16667,0.27778,0.0,0.04878,0.58333,0.10256,0.3,0.05,0.21667,0.4,43,0,12.12987,0.33333,5.3877,0.93939,0,0,0,0.57143,0.64093
2365.txt,fake_br_llm,0.06887,0.02755,0.64463,31.89806,0.35537,2.57143,2.94444,20.16667,0.41598,7,18,363,0.00551,0.13223,0.01653,0.01102,0.0,0.0,0.00551,1055203.52137,4.02887,4.58617,4227.66667,1.82878,1.82878,1.91461,1.78583,4.9775,5.34529,0.74419,11.53223,963.45577,0.0,0.76939,0.04408,0.00826,0.01377,0.00275,0.01653,0.00275,0.01653,0.0,0.00275,3.2,2.22222,2.68908,7.75556,2.78575,7.19444,49.5,0.60492,1.81395,6.65,0.0,0.0,0.11765,0.5098,0.47059,0.75163,0.17647,0.77204,0.09815,0.77839,0.10142,0.91215,0.01917,0.85088,0.08763,0.87641,0.08784,0.08889,2.25,1.42222,0.73333,3.2,0.04444,0.1,0.17778,0.66667,0,0,0.15094,0.13208,0.66038,0.33962,0.0566,0.04444,0,0,0.05,0.15,0.2,0.0,0.0,0.2,0.3,0.1,0.56838,0.33333,0,0,0.35897,0.36752,1.0,0.25,0.0,0.05522,0.9,0.14286,0.0,0.04494,3.85078,0.63749,0.0,0.61585,0.37195,0.0122,0.86711,0.64865,0.41667,0.06627,3.88384,12.11853,6,0.03857,4.72848,0.77346,0.0,0.15854,0.65854,0.18293,0.336,8.23526,0.00826,5.60018,1.51773,0.07317,0.07927,0.19512,0.4939,3.9844,0.55802,0.0,0.4878,0.5122,0.0,0,0.22222,18,4.65758,0.05556,1,0.06122,0.06425,0.72058,0.61818,0.25,0.11264,0.0,0.13793,0.33333,1.0,0.03226,0.0,0.00827,0,0.10345,0.18267,0.06061,0.22222,0.0,0.0,0.02703,0.05405,0.0,0.05405,0.40541,0.35135,0.17778,0.0,1.0,0.0,0.10811,0.31111,0.10256,0.0,0.0,0.33333,1.0,55,4,11.56263,0.22222,3.57836,0.875,0.25,0.0,0.06105,0.5,0.55128
2366.txt,fake_br_llm,0.06198,0.04545,0.6405,8.29484,0.3595,2.25,3.1871,26.88889,0.35124,4,9,242,0.05785,0.18182,0.0124,0.00413,0.0,0.0,0.00826,264660.13548,4.08889,4.54179,446.66667,1.58078,1.58078,2.231,2.231,5.08764,5.39056,0.70732,10.68159,1142.82913,0.01622,0.78126,0.06612,0.00826,0.02479,0.00413,0.03306,0.0124,0.03306,0.0,0.0124,2.66667,4.5,2.68919,9.96667,2.80825,7.77778,63.0,0.53721,1.78161,6.1,0.5,3.75,1.0,1.11111,1.25,1.33333,1.0,0.88309,0.03082,0.87242,0.03068,0.93364,0.00765,0.91096,0.03318,0.91857,0.03535,0.06452,3.1,1.41935,0.80645,4.4,0.19355,1.0,0.03226,0.14286,0.0,0.0,0.02273,0.20455,0.45455,0.54545,0.31818,0.16129,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.4,0.1,0.1,0.6129,0.85714,1.0,1.0,0.24516,0.52903,1.0,0.17241,0.0,0.0533,0.81818,0.15385,0.0,0.04968,4.03728,0.76671,0.0,0.54762,0.39683,0.05556,0.87911,0.64516,0.48276,0.06071,4.51969,11.62548,6,0.06198,4.59819,0.78049,0.00794,0.22222,0.63492,0.13492,0.3908,10.93903,0.03306,5.34076,1.57785,0.04762,0.16667,0.22222,0.45238,4.11767,0.62886,0.0,0.49206,0.49206,0.01587,1.0,0.0,24,6.22593,0.11111,1,0.08863,0.07792,0.77647,0.46667,0.26316,0.06161,0.0,0.13636,0.39583,0.5,0.15789,0.0,0.04175,0.0,0.17857,0.12132,0.04132,0.35484,0.0,0.07143,0.22727,0.0,0.04545,0.04545,0.27273,0.27273,0.25806,0.07143,0.42857,0.0,0.13636,0.64516,0.03571,0.25,0.5,0.45161,0.66667,45,13,8.94979,0.0,5.55439,0.90909,0.21053,0.07692,0.05265,0.88889,0.56129
2367.txt,fake_br_llm,0.08333,0.01587,0.63492,13.27929,0.36508,2.25,3.175,28.0,0.40079,4,9,252,0.02778,0.13492,0.02381,0.02381,0.0,0.0,0.0,478384.5375,4.03534,4.64221,1132.66667,1.862,1.862,2.22333,2.22333,5.05468,5.45924,0.90625,10.92288,1017.43549,0.0,0.76105,0.05556,0.00397,0.02381,0.0,0.01984,0.0,0.01984,0.0,0.0119,2.38095,2.75,2.67073,5.68966,3.33274,7.16667,66.33333,0.52588,1.73913,6.55556,0.0,0.0,0.375,0.69444,0.875,1.13889,0.375,0.83937,0.05252,0.83349,0.04667,0.90915,0.0318,0.88714,0.036,0.89856,0.03583,0.10345,3.22222,1.34483,0.44828,4.33333,0.10345,0.11111,0.24138,0.63636,0,0,0.15152,0.18182,0.54545,0.45455,0.12121,0.03448,0,0,0.33333,0.11111,0.11111,0.0,0.0,0.11111,0.33333,0.0,0.60625,0.36364,0,0,0.29375,0.55,0.85714,0.17391,0.0,0.05026,1.0,0.04762,0.0,0.02082,3.88356,0.68315,0.0,0.63063,0.36937,0.0,0.90082,0.66667,0.4878,0.06297,3.27206,11.41649,5,0.05556,4.68033,0.64071,0.0,0.16216,0.79279,0.04505,0.34783,11.38889,0.00397,5.84158,1.11456,0.00901,0.0991,0.0991,0.7027,3.96577,0.54144,0.0,0.54054,0.45946,0.0,0.5,0.0,20,5.95556,0.0,1,0.0499,0.04898,0.765,0.57143,0.28,0.08106,0.0,0.0,0.46341,0.71429,0.08,0.0,0.03098,0,0.10256,0.21754,0.05159,0.17241,0.0,0.28571,0.0,0.1,0.1,0.1,0.25,0.45,0.34483,0.14286,0.42857,0.0,0.0,0.58621,0.16667,0.75,0.0,0.24138,0.66667,42,21,5.86894,0.0,3.77616,1.0,0.28,0.04762,0.06731,1.0,0.575
2368.txt,fake_br_llm,0.09037,0.03143,0.64244,27.9421,0.35756,3.5,3.04893,18.17857,0.37721,8,28,509,0.01965,0.14342,0.0275,0.02358,0.0,0.0,0.00393,588717.26911,4.0466,4.45324,4488.32143,1.9815,1.84143,2.36693,2.15282,5.0262,5.30126,0.67647,10.8154,1922.89742,0.00037,0.81759,0.05697,0.00196,0.02947,0.0,0.02358,0.00196,0.02161,0.0,0.00786,2.67391,2.85714,2.41463,7.92593,2.78334,7.25,41.96429,0.58207,1.7967,7.31034,0.0,0.0,0.11111,0.06614,0.33333,0.15344,0.22222,0.7148,0.11056,0.67801,0.13114,0.85706,0.04007,0.79852,0.11622,0.84234,0.12567,0.04688,2.2069,1.39062,0.59375,3.06897,0.03125,0.13793,0.1875,0.8,1.0,0.0,0.19718,0.08451,0.50704,0.49296,0.21127,0.04688,0.0,1.0,0.10345,0.10345,0.27586,0.0,0.0,0.10345,0.34483,0.06897,0.65138,0.2,0.0,0.0,0.42813,0.43731,0.93478,0.5,0.0,0.10449,0.8125,0.25,0.0,0.06346,4.1589,0.86101,0.00823,0.44033,0.47737,0.07407,0.96101,0.66667,0.46667,0.05161,3.55036,10.7735,5,0.03929,4.63802,0.72375,0.01235,0.14815,0.7037,0.1358,0.35446,7.44432,0.00393,5.3482,1.51729,0.06584,0.11523,0.28807,0.43621,4.30109,0.67769,0.0,0.31687,0.63374,0.04938,0.66667,0.07143,20,5.73095,0.10714,1,0.04731,0.05697,0.93903,0.66667,0.18182,0.10949,0.0,0.0625,0.27778,0.8,0.16667,0.0,0.04271,1.0,0.08108,0.16438,0.0334,0.20312,0.0,0.3,0.02778,0.0,0.11111,0.0,0.33333,0.5,0.34375,0.1,0.2,0.0,0.02778,0.42188,0.2,0.07407,0.0,0.25,1.0,44,2,8.39666,0.25,3.96052,0.9589,0.26316,0.0,0.06923,0.57143,0.55657
2369.txt,fake_br_llm,0.05994,0.04732,0.59306,26.40126,0.40694,2.4,3.03723,26.41667,0.33123,5,12,317,0.05994,0.15457,0.02524,0.01262,0.00315,0.0,0.00946,432119.57447,4.19437,4.56599,890.83333,1.50208,1.32075,2.16267,1.8965,5.20676,5.43383,0.67391,10.80001,1395.3278,0.00789,0.81541,0.08517,0.00946,0.01893,0.0,0.04416,0.00315,0.03155,0.0,0.01262,2.94737,3.23077,2.37234,8.80556,3.17388,7.25,62.16667,0.55654,1.45736,6.53846,0.81818,2.36364,0.18182,0.36364,0.18182,0.65152,0.09091,0.84387,0.03441,0.84673,0.02681,0.90112,0.03628,0.89753,0.02835,0.91382,0.03113,0.09302,3.30769,1.25581,0.97674,4.15385,0.13953,0.23077,0.16279,0.53846,0.0,0.0,0.1,0.14,0.54,0.46,0.22,0.04651,0.0,0.0,0.30769,0.07692,0.07692,0.0,0.0,0.30769,0.23077,0.0,0.68617,0.46154,1.0,1.0,0.26064,0.4734,0.94737,0.16667,0.0,0.04996,0.66667,0.09091,0.0,0.03082,4.00392,0.72542,0.0137,0.50685,0.4589,0.02055,0.94169,0.63158,0.46667,0.04406,3.93827,11.17311,7,0.07571,4.76362,0.71582,0.0,0.15068,0.67808,0.17123,0.41533,10.73449,0.03785,5.10246,1.60742,0.06849,0.23288,0.22603,0.36301,4.2212,0.59919,0.0,0.39041,0.58904,0.02055,0,0.16667,24,6.43519,0.0,1,0.05395,0.06646,0.90667,0.40385,0.2381,0.05342,0.0,0.0,0.36667,0.57895,0.19048,0.0,0.05172,0.0,0.14634,0.1385,0.02524,0.30233,0.0,0.0,0.2069,0.10345,0.06897,0.06897,0.34483,0.13793,0.32558,0.0,0.31579,0.0,0.06897,0.60465,0.02222,0.81818,0.81818,0.34884,0.5,52,15,10.03708,0.0,5.45682,0.91837,0.2,0.04,0.04078,0.83333,0.68617
237.txt,fake_br_llm,0.07331,0.04399,0.63636,24.89315,0.36364,1.75,2.99539,24.35714,0.37243,8,14,341,0.04692,0.14663,0.03812,0.02053,0.0,0.00293,0.01466,417385.7788,4.0751,4.39904,149.71429,1.26457,1.26457,1.17686,1.17686,5.08396,5.31766,0.88889,11.10985,1198.83707,0.0,0.79269,0.07038,0.00293,0.03812,0.0,0.02346,0.0,0.02933,0.0,0.00293,3.75,1.5,2.37864,9.46875,2.90732,7.39286,56.5,0.61814,1.75,9.07692,0.0,0.0,1.15385,1.02198,1.30769,1.17582,1.07692,0.82138,0.14354,0.76288,0.03886,0.80206,0.19235,0.85588,0.13758,0.88222,0.10312,0.0,3.07692,1.425,0.95,4.38462,0.1,0.53846,0.225,0.45,0.25,0,0.0625,0.08333,0.54167,0.45833,0.3125,0.1,0.0,0,0.07692,0.30769,0.0,0.0,0.07692,0.23077,0.15385,0.15385,0.62212,0.55,0.75,0,0.28571,0.3871,0.96,0.125,0.0,0.04446,0.73333,0.08108,0.0,0.02768,4.01988,0.74297,0.0061,0.5122,0.45732,0.02439,0.89136,0.78571,0.5122,0.08196,3.86391,11.1884,6,0.08211,4.66692,0.70753,0.0,0.15854,0.69512,0.14634,0.3672,9.90473,0.03226,5.48875,1.53269,0.03659,0.16463,0.21341,0.43902,4.07105,0.60525,0.0,0.51829,0.47561,0.0061,0.66667,0.0,24,6.4381,0.07143,1,0.0789,0.07508,0.79464,1.0,0.27027,0.22723,0.0,0.11111,0.36364,0.625,0.09375,0.0,0.0268,0,0.15152,0.13247,0.04985,0.375,0.0,0.1875,0.1,0.0,0.06667,0.13333,0.3,0.36667,0.275,0.0,0.25,0.0,0.03333,0.65,0.09524,0.23077,0.0,0.425,0.5,39,3,10.89959,0.14286,4.76006,0.92,0.15152,0.0,0.04687,0.78571,0.57143
2370.txt,fake_br_llm,0.08642,0.01235,0.61728,33.68722,0.38272,3.6,3.01,18.0,0.37963,5,18,324,0.04938,0.13889,0.04938,0.04938,0.0,0.0,0.0,339252.175,4.10969,4.5208,1070.05556,1.851,1.851,2.34983,2.34983,5.20092,5.47043,0.88372,11.40741,1103.47211,0.00889,0.75849,0.09259,0.0,0.05556,0.0,0.03704,0.00309,0.03086,0.0,0.00309,2.85714,3.33333,3.05714,5.74359,2.78063,6.86111,39.66667,0.58537,1.6129,6.04762,0.41176,1.52941,0.41176,0.53595,0.52941,0.72549,0.52941,0.80408,0.05064,0.80811,0.05413,0.93573,0.01063,0.88116,0.03717,0.8996,0.03094,0.07317,1.95238,1.19512,0.60976,2.33333,0.12195,0.04762,0.39024,0.84211,0.5,0.0,0.06977,0.16279,0.69767,0.30233,0.06977,0.02439,0.0,0.0,0.09524,0.0,0.38095,0.0,0.0,0.14286,0.33333,0.04762,0.555,0.15789,0.5,1.0,0.31,0.6,0.89286,0.23529,0.0,0.06074,1.0,0.08333,0.0,0.02417,3.84648,0.85725,0.0,0.67742,0.23226,0.09032,0.87069,0.63158,0.4375,0.0512,3.62857,11.25467,3,0.07099,4.6782,0.70243,0.0,0.14839,0.70323,0.14839,0.3292,7.3642,0.00926,5.69829,1.46836,0.06452,0.09032,0.18065,0.50968,4.01844,0.70981,0.0,0.58065,0.34839,0.07097,1.0,0.11111,19,6.53333,0.16667,1,0.07735,0.07477,0.75333,0.59091,0.16667,0.1094,0.0,0.09375,0.33962,0.8125,0.2,0.0,0.05192,0.0,0.10638,0.13067,0.05864,0.17073,0.0,0.1875,0.0,0.03333,0.0,0.0,0.93333,0.03333,0.26829,0.0,0.3125,0.0,0.0,0.46341,0.0,0.05882,0.41176,0.21951,0.8,26,11,4.83046,0.05556,4.68837,0.86667,0.25,0.03846,0.06332,0.66667,0.62
2371.txt,fake_br_llm,0.07724,0.02439,0.62195,34.53746,0.37805,2.3,2.90196,21.3913,0.37602,10,23,492,0.04065,0.14431,0.02033,0.01423,0.0,0.00203,0.00407,529789.4085,4.18092,4.61146,5985.78261,1.70422,1.47787,2.12583,1.82174,5.17471,5.45423,0.8209,10.93237,1920.26844,0.00723,0.79916,0.06911,0.00813,0.02439,0.00407,0.03659,0.00407,0.03049,0.0,0.0061,3.08108,2.5,2.84049,8.74138,2.80963,7.02174,47.21739,0.59986,1.64516,4.78261,0.40909,1.04545,0.36364,0.18972,0.68182,0.20949,0.5,0.74526,0.13871,0.69502,0.15594,0.82417,0.03796,0.80871,0.14655,0.83683,0.14911,0.0339,2.56522,1.27119,0.76271,3.26087,0.18644,0.26087,0.18644,0.64706,0.0,0.0,0.11594,0.15942,0.5942,0.4058,0.13043,0.05085,0.0,0.2,0.13043,0.08696,0.13043,0.0,0.0,0.3913,0.13043,0.13043,0.70588,0.35294,1.0,0.8,0.33007,0.45098,0.94737,0.5,0.0,0.09705,0.75,0.09302,0.0,0.03216,4.02069,0.74729,0.0,0.55102,0.40408,0.0449,0.94072,0.66667,0.28571,0.08272,4.13806,10.1855,7,0.05081,4.68723,0.7223,0.0,0.15918,0.7102,0.13061,0.35517,8.71018,0.02033,5.24395,1.42955,0.0449,0.15918,0.30204,0.39592,4.20517,0.61402,0.0,0.39184,0.56735,0.04082,1.0,0.04348,18,5.58406,0.0,1,0.03749,0.04167,0.90407,0.66667,0.18182,0.1166,0.0,0.08889,0.3,0.55,0.13043,0.0,0.04108,0.2,0.08772,0.15371,0.04472,0.20339,0.0,0.05,0.07143,0.04762,0.07143,0.02381,0.40476,0.35714,0.25424,0.1,0.55,0.02381,0.0,0.54237,0.15094,0.22727,0.40909,0.30508,0.36364,43,2,8.86488,0.17391,4.74449,0.94366,0.24,0.0,0.06494,0.78261,0.60784
2372.txt,fake_br_llm,0.09912,0.06608,0.62996,15.59891,0.37004,2.0,3.21678,22.7,0.32379,10,20,454,0.03304,0.14097,0.02863,0.02423,0.0,0.0,0.00441,259098.97552,4.04949,4.21075,1224.1,1.27415,1.27415,1.3985,1.3985,5.01102,5.14238,0.67742,11.41658,1087.34901,0.0,0.79448,0.09251,0.00881,0.03744,0.00661,0.03084,0.00881,0.02643,0.0,0.01982,2.93333,3.29167,2.35246,8.54,2.75153,6.975,54.0,0.66521,1.70238,7.90476,0.0,0.0,0.21053,0.49474,1.0,0.9,0.63158,0.78935,0.16069,0.78246,0.19423,0.90914,0.04043,0.87149,0.13342,0.89375,0.11221,0.0,2.7619,1.2069,0.75862,3.33333,0.15517,0.2381,0.2069,0.57143,0.0,0,0.07692,0.13846,0.55385,0.44615,0.23077,0.05172,0.0,0,0.04762,0.14286,0.09524,0.0,0.09524,0.33333,0.14286,0.14286,0.66783,0.42857,1.0,0,0.36014,0.5,0.84444,0.2381,0.0,0.06055,0.7,0.17241,0.0,0.04971,4.26607,0.97845,0.00474,0.4218,0.46445,0.109,0.89086,0.62162,0.5,0.0299,3.83817,10.74453,5,0.06608,4.69773,0.76802,0.00474,0.19431,0.61137,0.18957,0.36652,9.25709,0.03965,5.07977,1.51463,0.06161,0.17536,0.32701,0.36019,4.38797,0.74337,0.0,0.33649,0.55924,0.10427,1.0,0.05,22,5.795,0.05,1,0.04931,0.03478,0.77875,1.0,0.1875,0.20094,0.0,0.02778,0.32468,0.6,0.125,0.0,0.04029,0,0.06667,0.16054,0.03304,0.31034,0.0,0.13333,0.0,0.0,0.04348,0.21739,0.34783,0.36957,0.25862,0.0,0.6,0.0,0.02174,0.56897,0.03571,0.26316,0.0,0.32759,0.44444,35,1,8.44452,0.1,4.85189,0.875,0.2,0.0,0.05301,0.8,0.58741
2373.txt,fake_br_llm,0.08202,0.02524,0.63091,21.62878,0.36909,16.0,3.135,19.8125,0.3817,1,16,317,0.03155,0.14196,0.02524,0.01893,0.0,0.0,0.00631,201385.31,4.15823,4.52575,790.6,1.80147,1.57588,2.29067,2.27588,5.14769,5.40735,0.69767,10.7018,1596.26429,0.0,0.78495,0.07256,0.00631,0.0347,0.0,0.02839,0.00315,0.02208,0.0,0.00946,2.72,2.75,2.30097,9.59375,2.64616,6.78125,45.625,0.60643,1.7094,7.83333,0.0,0.26667,0.26667,0.175,0.46667,0.325,0.4,0.74867,0.18995,0.70232,0.1639,0,0,0.79891,0.18158,0.81727,0.18863,0.05556,2.0,1.58333,0.88889,3.16667,0.25,0.44444,0.22222,1.0,0,0,0.04444,0.11111,0.57778,0.42222,0.26667,0.08333,0,0,0.0,0.16667,0.16667,0.0,0.0,0.27778,0.16667,0.22222,0.65,0.0,0,0,0.315,0.505,0.92308,0.25,0.0,0.07663,0.625,0.04348,0.0,0.0165,3.97253,0.66675,0.00671,0.57047,0.4094,0.01342,0.95495,0.8,0.0,0.15638,3.79878,10.84554,6,0.05678,4.63113,0.69009,0.00671,0.14094,0.7047,0.14765,0.34167,8.10292,0.03155,5.29242,1.52549,0.03356,0.20134,0.22819,0.43624,4.17015,0.56343,0.0,0.41611,0.55705,0.02685,1.0,0.0625,19,5.80208,0.0,1,0.0716,0.0721,0.925,0.75,0.0,0.14762,0.0,0.0,0.34426,0.6,0.22222,0.0,0.05297,0,0.08,0.16894,0.01893,0.30556,0.0,0.2,0.18519,0.07407,0.0,0.03704,0.37037,0.2963,0.22222,0.1,0.9,0.0,0.03704,0.47222,0.17143,0.13333,0.0,0.36111,0.44444,35,1,10.47747,0.25,4.55029,0.88889,0.25,0.0,0.06295,0.6875,0.585
