metric,n_human,n_llm,mean_human,mean_llm,median_human,median_llm,std_human,std_llm,diff_means,cohens_d,abs_cohens_d,p_value,higher_in,q_value_fdr
non-inflected_verbs,5391,5391,0.2561556965312558,0.424962999443517,0.30435,0.44118,0.1868888616639728,0.11214992375716631,-0.1688073029122612,-1.0953081770924078,1.0953081770924078,0.0,llm,0.0
concretude_25_4_ratio,5391,5391,0.4413529011315155,0.5465241253941755,0.44615,0.54887,0.11481293480331209,0.07363066264895715,-0.10517122426266001,-1.0904726538520466,1.0904726538520466,0.0,llm,0.0
positive_words,5391,5391,0.3436539844184753,0.4590224540901502,0.33673,0.45091,0.12085965297062885,0.0926147418476204,-0.11536846967167491,-1.071526289042253,1.071526289042253,0.0,llm,0.0
function_word_diversity,5391,5391,0.4800690521239102,0.3793530031534038,0.456,0.37,0.12037929559855597,0.05885305691604677,0.1007160489705064,1.0629741456383222,1.0629741456383222,0.0,human,0.0
lsa_givenness_mean,5391,5391,0.7746063253570765,0.8665498441847523,0.80025,0.8765,0.11663882645957738,0.044493851885786924,-0.09194351882767582,-1.0415789835175873,1.0415789835175873,0.0,llm,0.0
lsa_all_mean,5391,5391,0.6807739621591542,0.793017245409015,0.71084,0.80812,0.13768357014172022,0.06775704991217099,-0.11224328324986077,-1.034428183036823,1.034428183036823,0.0,llm,0.0
lsa_span_mean,5391,5391,0.8012966444073454,0.8893606696345762,0.83073,0.89878,0.11809882376931295,0.03850649650194001,-0.08806402522723078,-1.0026039396246011,1.0026039396246011,0.0,llm,0.0
lsa_adj_mean,5391,5391,0.6971807122982749,0.8083416657391951,0.73377,0.82151,0.14791809791543803,0.06635161897218758,-0.11116095344092014,-0.9696959199659417,0.9696959199659417,0.0,llm,0.0
familiaridade_4_55_ratio,5391,5391,0.6011972843628269,0.6714038898163607,0.60328,0.67273,0.09022201421075383,0.050503623865513526,-0.07020660545353374,-0.9602655898085805,0.9602655898085805,0.0,llm,0.0
concretude_4_55_ratio,5391,5391,0.48415487850120575,0.4025285420144686,0.48062,0.40196,0.10310140631304832,0.06187962935233997,0.08162633648673717,0.9600113035769094,0.9600113035769094,0.0,human,0.0
idade_aquisicao_25_4_ratio,5391,5391,0.22988553886106475,0.16328136709330365,0.22222,0.15972,0.0872937410399584,0.04692729448701437,0.0666041717677611,0.9504041524819611,0.9504041524819611,0.0,human,0.0
abstract_nouns_ratio,5391,5391,0.02694422741606381,0.043499450936746425,0.02439,0.04235,0.019915631220999062,0.014647108753526076,-0.016555223520682616,-0.9470414225951863,0.9470414225951863,0.0,llm,0.0
yngve,5391,5391,2.545081007234279,2.880562992023743,2.54769,2.89042,0.43413180443716015,0.28034178012802585,-0.3354819847894639,-0.9180750902358897,0.9180750902358897,0.0,llm,0.0
verbal_time_moods_diversity,5391,5391,3.1272491189018736,4.948061584121684,3.0,5.0,2.3284442282377307,1.578699662391807,-1.8208124652198108,-0.9153426483370435,0.9153426483370435,0.0,llm,0.0
cross_entropy,5391,5391,0.6651314542756447,0.5825776850306066,0.65583,0.57624,0.11437468043804905,0.060091994018986884,0.0825537692450381,0.9036280694335516,0.9036280694335516,0.0,human,0.0
sentence_length_min,5391,5391,4.549990725282879,8.773696902244481,3.0,9.0,4.328236614275299,5.073996244462516,-4.223706176961602,-0.8956345677300461,0.8956345677300461,0.0,llm,0.0
lsa_givenness_std,5391,5391,0.1432515154887776,0.07039127249118901,0.10873,0.05411,0.10197459334814331,0.054258287747491224,0.07286024299758859,0.8920361590012655,0.8920361590012655,0.0,human,0.0
preposition_diversity,5391,5391,0.494144333147839,0.3827770320905212,0.47368,0.36538,0.14856464304982783,0.09736393348911977,0.11136730105731779,0.8866757471753458,0.8866757471753458,0.0,human,0.0
lsa_paragraph_std,5391,5391,0.10768121684288628,0.02903982192543127,0.07511,0.02189,0.12083903539816396,0.03430961300632241,0.07864139491745502,0.8853671672077649,0.8853671672077649,2.7697930025365828e-160,human,6.155095561192407e-160
lsa_span_std,5391,5391,0.1399546466332777,0.06650971062882582,0.10147,0.05044,0.10456314881821205,0.05353723083293977,0.07344493600445187,0.8841831491393212,0.8841831491393212,0.0,human,0.0
sentences_with_three_clauses,5391,5391,0.12126597106288259,0.24386105175292155,0.08333,0.24242,0.15014010308241327,0.1266523579352685,-0.12259508069003897,-0.882654571751578,0.882654571751578,0.0,llm,0.0
content_word_standard_deviation,5391,5391,0.10716582452235207,0.0674656742719347,0.08845,0.06372,0.059229243198071733,0.023711502732665243,0.03970015025041737,0.8800186545691989,0.8800186545691989,0.0,human,0.0
verbs_ambiguity,5391,5391,9.995759287701725,8.413963322203672,9.84615,8.30303,2.2662455588130395,1.3113505108400725,1.5817959654980527,0.8543692432882043,0.8543692432882043,0.0,human,0.0
lsa_adj_std,5391,5391,0.15808503246150993,0.08074238731218697,0.11966,0.06373,0.11339899753736976,0.06049286169233735,0.07734264514932296,0.8510318946045335,0.8510318946045335,0.0,human,0.0
words_before_main_verb,5391,5391,3.6695681487664626,5.965855197551474,3.57143,6.0,3.2353252118145814,2.0907845324262984,-2.2962870487850116,-0.8430301606929483,0.8430301606929483,0.0,llm,0.0
adjective_ratio,5391,5391,0.05099808013355593,0.07212419588202561,0.04662,0.07082,0.030073491759525946,0.019525629138731813,-0.021126115748469676,-0.8332411800784892,0.8332411800784892,0.0,llm,0.0
participle_verbs,5391,5391,0.10136635132628453,0.17721719903542943,0.08333,0.17778,0.10415976327968794,0.07952354059530817,-0.0758508477091449,-0.8185575020228343,0.8185575020228343,0.0,llm,0.0
third_person_possessive_pronouns,5391,5391,0.3047272416991282,0.659779400853274,0.0,1.0,0.44389212427119845,0.4282509378297845,-0.35505215915414584,-0.8140753270146027,0.8140753270146027,0.0,llm,0.0
sentences_with_four_clauses,5391,5391,0.07524922092376182,0.16712046373585607,0.0,0.15385,0.11615027129585899,0.1149320985004704,-0.09187124281209424,-0.7951274377324821,0.7951274377324821,0.0,llm,0.0
noun_diversity,5391,5391,0.7472947931738082,0.8092540326470041,0.75,0.81,0.09322896305479154,0.06453953048107837,-0.061959239473195926,-0.7727720641218194,0.7727720641218194,0.0,llm,0.0
indicative_condition_ratio,5391,5391,0.016533650528658874,0.06271189760712298,0.0,0.03846,0.044290816296717876,0.07623369343990444,-0.0461782470784641,-0.7407148566852644,0.7407148566852644,0.0,llm,0.0
sentences,5391,5391,9.89259877573734,15.242997588573548,8.0,14.0,7.185906825170236,7.303640705974028,-5.350398812836207,-0.7384940331915225,0.7384940331915225,0.0,llm,0.0
cau_neg_conn_ratio,5391,5391,0.00019924503802634015,0.0015464514932294567,0.0,0.0,0.0011872660341572959,0.0023098616450975304,-0.0013472064552031166,-0.7335947209982222,0.7335947209982222,0.0,llm,0.0
familiaridade_mean,5391,5391,4.806994429604897,4.693619475051011,4.80847,4.68795,0.1879116983030872,0.11844386204926588,0.11337495455388602,0.7218278434231593,0.7218278434231593,1.594495246899885e-288,human,4.555700705428243e-288
content_word_min,5391,5391,0.3229420793915786,0.42833450009274715,0.4,0.44444,0.19196822470512145,0.07972434556434926,-0.10539242070116855,-0.7170401073215978,0.7170401073215978,1.3687190651678042e-160,llm,3.075773180152369e-160
brunet,5391,5391,10.407328146911519,10.991389734743091,10.49085,11.06564,1.0590169913340608,0.5002640255547589,-0.584061587831572,-0.7052307456476645,0.7052307456476645,3.14239015439461e-293,llm,9.10837725911481e-293
add_neg_conn_ratio,5391,5391,0.0034539380448896304,0.007109775551845669,0.0,0.00656,0.0053971398406230525,0.00509821496696914,-0.0036558375069560382,-0.6963758083936623,0.6963758083936623,0.0,llm,0.0
named_entity_ratio_text,5391,5391,0.034015310703023556,0.06151393248005937,0.0,0.06089,0.04859990341167588,0.027767845516785215,-0.02749862177703581,-0.6947770443330882,0.6947770443330882,0.0,llm,0.0
relative_pronouns_ratio,5391,5391,0.19317351697273233,0.3416934353552217,0.14286,0.33333,0.24226647901657147,0.2023944459505,-0.14851991838248935,-0.665344784403296,0.665344784403296,0.0,llm,0.0
content_words_ambiguity,5391,5391,4.503516636987572,3.9756725895010203,4.44275,3.95082,1.0438737421214483,0.49863800737643665,0.527844047486552,0.6452706314582064,0.6452706314582064,9.862811381445511e-216,human,2.4969142737836737e-215
pronoun_ratio,5391,5391,0.06272166202930811,0.045201023928770165,0.05844,0.04289,0.03433442324781847,0.01847511694148289,0.017520638100537944,0.6355021777989206,0.6355021777989206,6.063946175580016e-186,human,1.4611918495373534e-185
idade_aquisicao_std,5391,5391,1.622812661843814,1.5287475125208683,1.62987,1.53074,0.18139849601200642,0.11786953358789067,0.09406514932294563,0.614932044290574,0.614932044290574,5.344641979757393e-238,human,1.4064847315151035e-237
nouns_ambiguity,5391,5391,2.141697477276943,2.4823281061027638,2.1134,2.47297,0.65767604080572,0.4334317285162616,-0.34063062882582074,-0.6115930002913157,0.6115930002913157,3.071591750923515e-225,llm,7.97816039200913e-225
verb_diversity,5391,5391,0.8583422723056945,0.9076202875162308,0.86842,0.91176,0.10178170783827388,0.054002969305868065,-0.04927801521053632,-0.6048354720733544,0.6048354720733544,2.8718109136937966e-163,llm,6.52684298566772e-163
frazier,5391,5391,6.9185953737711,7.281216935633464,6.92857,7.27273,0.7163154192597304,0.4538651323206416,-0.3626215618623636,-0.6047467923560618,0.6047467923560618,4.21638103811188e-216,llm,1.0811233431056102e-215
negative_words,5391,5391,0.2507304563160824,0.30881730105731775,0.24127,0.30275,0.10703059395842925,0.08365977999182295,-0.05808684474123538,-0.604702219018742,0.604702219018742,2.9750402085252066e-238,llm,7.933440556067217e-238
adverbs_before_main_verb_ratio,5391,5391,0.14003912261176035,0.20373539046559078,0.13953,0.20588,0.12784293618594567,0.07715359595450587,-0.06369626785383042,-0.6032685684507694,0.6032685684507694,1.0604756504615052e-201,llm,2.5865259767353784e-201
hypernyms_verbs,5391,5391,0.5990753478018921,0.7549287831571136,0.56522,0.75,0.3192239553347736,0.18212805754716396,-0.15585343535522156,-0.5997145584980057,0.5997145584980057,2.6258476674007994e-300,llm,7.723081374708234e-300
adjectives_max,5391,5391,0.1296538972361343,0.1979905805972918,0.11111,0.17647,0.12851583475418055,0.10373446590449242,-0.0683366833611575,-0.5851528513878407,0.5851528513878407,0.0,llm,0.0
nouns_max,5391,5391,0.4569894769059544,0.5989683435355222,0.5,0.55556,0.2900965190420596,0.1839434422822599,-0.14197886662956782,-0.5845395892484593,0.5845395892484593,2.916329270148018e-147,llm,6.204955893931953e-147
imageabilidade_55_7_ratio,5391,5391,0.05571009831200149,0.03010597291782601,0.04,0.02094,0.05717626772008204,0.030153302737633773,0.025604125394175475,0.5601736522221391,0.5601736522221391,1.0160710466444734e-113,human,2.012021874543512e-113
non_svo_ratio,5391,5391,0.18351525134483396,0.2531100686329067,0.2,0.25758,0.15335288330200358,0.08772008271367503,-0.06959481728807274,-0.5570980729080655,0.5570980729080655,1.8201702926083496e-150,llm,3.956891940452934e-150
ratio_coordinate_conjunctions,5391,5391,0.4608192524578001,0.6211623669078092,0.5,0.64286,0.36731317092721094,0.1973421196631249,-0.16034311445000915,-0.5438283964988875,0.5438283964988875,1.6442767568667643e-92,llm,3.017021572232595e-92
named_entity_ratio_sentence,5391,5391,0.038974199591912444,0.06456490447041364,0.0,0.06148,0.05855905453725389,0.03429163122029568,-0.0255907048785012,-0.5333087525845713,0.5333087525845713,5.0736248328036e-309,llm,1.5374620705465456e-308
nouns_min,5391,5391,0.13655568540159524,0.19397967909478764,0.14286,0.21053,0.13021744690995954,0.08140950414530586,-0.0574239936931924,-0.5288089800646476,0.5288089800646476,8.075409938181456e-112,llm,1.5680407646954283e-111
log_neg_conn_ratio,5391,5391,0.0019118104247820439,0.0038926896679651276,0.0,0.00326,0.004015969714955357,0.003739429147940929,-0.0019808792431830835,-0.5105143278814199,0.5105143278814199,4.298203645211e-310,llm,1.322524198526457e-309
coordinate_conjunctions_per_clauses,5391,5391,0.14780132813949176,0.21026516416249305,0.13043,0.20755,0.14819156127973393,0.09138262206096133,-0.06246383602300129,-0.507387512384309,0.507387512384309,2.523173112145324e-210,llm,6.30793278036331e-210
mean_noun_phrase,5391,5391,5.152723298089408,6.005358938972361,4.81548,5.90606,2.0497100193621653,1.205394010291425,-0.8526356408829532,-0.50709531593666,0.50709531593666,1.8638446708399352e-305,llm,5.56371543534309e-305
concretude_55_7_ratio,5391,5391,0.07165268595807828,0.044880908922277876,0.0549,0.03556,0.06549416118646749,0.03707773504085677,0.0267717770358004,0.5030616796007307,0.5030616796007307,3.074903167115353e-90,human,5.590733031118824e-90
personal_pronouns,5391,5391,0.008967514375811537,0.004062073826748285,0.0037,0.00224,0.012694324865938057,0.005516942022456799,0.004905440549063253,0.5012046123575006,0.5012046123575006,5.718495401981393e-47,human,9.076976828541893e-47
familiaridade_std,5391,5391,0.7741045668707105,0.7322862845483213,0.77528,0.73223,0.1043468970387999,0.05631733492321295,0.041818282322389155,0.49875792284695974,0.49875792284695974,5.137671306723674e-158,human,1.129158528950258e-157
aux_plus_PCP_per_sentence,5391,5391,0.1530089204229271,0.2596126024856242,0.0,0.23077,0.24190063547539162,0.18754701174299404,-0.10660368206269707,-0.49253948216595644,0.49253948216595644,0.0,llm,0.0
gunning_fox,5391,5391,7.586496724169913,9.040063915785568,7.04609,9.10655,3.8571210408277916,1.6109263370409401,-1.4535671916156554,-0.49178242367240266,0.49178242367240266,0.0,llm,0.0
indicative_preterite_perfect_ratio,5391,5391,0.2022627712854758,0.29198266555370067,0.16667,0.29412,0.20426504093896086,0.16518341189543428,-0.08971989426822488,-0.48300149158654776,0.48300149158654776,3.183529661237307e-168,llm,7.31845899135013e-168
words_per_sentence,5391,5391,18.62997946206641,22.182657941012796,17.27273,22.34783,9.641687203412841,4.0230155744556075,-3.5526784789463868,-0.48091179212164686,0.48091179212164686,0.0,llm,0.0
sentences_per_paragraph,5391,5391,2.1413053719161566,3.629523887961417,1.0,2.5,2.5425842067685314,3.7646727904330044,-1.4882185160452606,-0.46329029627957985,0.46329029627957985,0.0,llm,0.0
sentences_with_five_clauses,5391,5391,0.0420885679836765,0.08258849749582638,0.0,0.06667,0.09073242837385569,0.08453473423320945,-0.040499929512149875,-0.4618621250134024,0.4618621250134024,3.0359917532385573e-282,llm,8.552089445742415e-282
sentence_length_standard_deviation,5391,5391,11.90084593210907,8.133836605453535,9.9098,8.02884,11.43990235887606,1.9807700936867179,3.7670093266555345,0.45885460856054894,0.45885460856054894,5.587843782012e-207,human,1.379714514077037e-206
concretude_1_25_ratio,5391,5391,0.0026038694119829347,0.005921465405305138,0.0,0.005,0.007347031532170399,0.007142052549791867,-0.0033175959933222036,-0.45789837788662424,0.45789837788662424,0.0,llm,0.0
hard_conjunctions_ratio,5391,5391,0.013748389909107773,0.01841878315711371,0.01235,0.01777,0.011677896813784458,0.008525233935685592,-0.004670393248005935,-0.456815006528038,0.456815006528038,6.070203787918353e-170,llm,1.411675299515896e-169
lsa_all_std,5391,5391,0.04663658133926915,0.08206738638471527,0.0,0.06394,0.0906049109309429,0.06259323228496973,-0.035430805045446115,-0.4550052603836377,0.4550052603836377,0.0,llm,0.0
relative_clauses,5391,5391,0.07288010944166204,0.10471541457985531,0.05882,0.10204,0.08241033437864388,0.0558947297983429,-0.03183530513819327,-0.45212932384114496,0.45212932384114496,6.201479417955611e-179,llm,1.47654271856086e-178
prepositions_per_clause,5391,5391,0.9095644592839918,1.1804602374327582,0.95455,1.19048,0.7711986468887523,0.3727377838872264,-0.2708957781487664,-0.4472637029210217,0.4472637029210217,3.716614357699815e-141,llm,7.824451279368031e-141
ratio_subordinate_conjunctions,5391,5391,0.24257529400853275,0.3395128324986088,0.2,0.33333,0.26490490283810153,0.16693125990546728,-0.09693753849007605,-0.43782835839461187,0.43782835839461187,1.6012782196150568e-149,llm,3.4436090744409823e-149
prepositions_per_sentence,5391,5391,2.4286653867557035,3.2913835485067704,2.33333,3.35294,2.7209367783052665,1.1348099980114703,-0.8627181617510669,-0.41384889599705726,0.41384889599705726,4.443699777523168e-258,llm,1.2343610493119912e-257
adjunct_per_clause,5391,5391,0.4987294175477649,0.6313341736227045,0.55556,0.63462,0.4171399628941961,0.19789875144016394,-0.1326047560749396,-0.4061733248523759,0.4061733248523759,2.049913373592256e-80,llm,3.534333402745269e-80
adjective_diversity_ratio,5391,5391,0.8714219272862178,0.9281628844370245,0.9375,0.9375,0.19101198081923804,0.06685253334682334,-0.05674095715080674,-0.39651447763635383,0.39651447763635383,2.7168179757198417e-06,llm,3.087293154227093e-06
verbs,5391,5391,0.17274833240586163,0.15913315340382117,0.17073,0.15802,0.04215763081329455,0.024530959300269748,0.013615179002040456,0.394764460216811,0.394764460216811,2.744114203469264e-81,human,4.814235444682919e-81
medium_short_sentence_ratio,5391,5391,0.0890494101279911,0.054351778890743836,0.06667,0.05,0.11035867531161792,0.0624734675509277,0.03469763123724726,0.38694138576058706,0.38694138576058706,4.73269649200675e-40,human,7.225490827491222e-40
adjectives_standard_deviation,5391,5391,0.04253897607122983,0.055045012057132255,0.03968,0.05159,0.039410758311835346,0.023539526547659805,-0.012506035985902428,-0.38527401419474033,0.38527401419474033,6.974423370436385e-176,llm,1.6410407930438554e-175
indicative_present_ratio,5391,5391,0.34122316638842515,0.4333176776108329,0.35,0.43478,0.2793298400449312,0.1952212923156207,-0.09209451122240775,-0.382176830976642,0.382176830976642,1.177799383552426e-77,llm,2.0133322795767965e-77
sentences_with_seven_more_clauses,5391,5391,0.05029214060471156,0.0141086829901688,0.0,0.0,0.12994702508956665,0.0350108607799191,0.03618345761454276,0.38022614930718646,0.38022614930718646,6.379234830485291e-26,human,8.73867784997985e-26
apposition_per_clause,5391,5391,0.021419912817659058,0.04349360044518642,0.0,0.03226,0.06693702690252222,0.050373699737041894,-0.022073687627527365,-0.3726326299377043,0.3726326299377043,0.0,llm,0.0
sentences_with_two_clauses,5391,5391,0.17369240771656463,0.2320773029122612,0.14286,0.23077,0.18524012917978436,0.12630639949956038,-0.05838489519569656,-0.3682757338196099,0.3682757338196099,8.154963114048355e-122,llm,1.6474672957673443e-121
adj_stem_ovl,5391,5391,1.6420546540530516,0.879666694490818,1.09524,0.78947,2.9041136038070814,0.523971003772622,0.7623879595622336,0.36536025994093835,0.36536025994093835,4.27118252511868e-119,human,8.54236505023736e-119
adj_cw_ovl,5391,5391,1.379789256167687,0.693338753478019,0.875,0.6,2.622176945128154,0.4707349500293279,0.686450502689668,0.36439673951633317,0.36439673951633317,6.297797474878262e-129,human,1.2985149432738685e-128
relative_pronouns_diversity_ratio,5391,5391,0.393490931181599,0.5182230662214803,0.33333,0.5,0.40339314506409074,0.27872327953091824,-0.12473213503988129,-0.35976147462023406,0.35976147462023406,4.386978427222455e-96,llm,8.124034124486027e-96
freq_bra,5391,5391,5.264520007419773,5.3425948933407525,5.31738,5.35225,0.2801619111371534,0.1321346027042906,-0.07807488592097922,-0.35645384322518503,0.35645384322518503,3.466385603620399e-31,llm,4.951979433743427e-31
infinitive_verbs,5391,5391,0.11856824151363385,0.15056187163791504,0.11111,0.15,0.11190761633188896,0.06879909013994624,-0.03199363012428119,-0.34442965078335175,0.34442965078335175,1.3202081782820243e-84,llm,2.3366516429770344e-84
clauses_per_sentence,5391,5391,2.08192300129846,2.7077228139491742,2.11111,2.76923,2.465934254000205,0.7979619997195374,-0.625799812650714,-0.341463400904437,0.341463400904437,1.5726135224778986e-250,llm,4.3085301985695855e-250
adverbs_ambiguity,5391,5391,2.3956467148951957,2.8628879818215545,2.28571,2.77778,1.5744377401221288,1.1398531624990964,-0.4672412669263588,-0.33995258631067504,0.33995258631067504,2.067410823481245e-97,llm,3.900775138643859e-97
idade_aquisicao_4_55_ratio,5391,5391,0.2872377703580041,0.2640106028566129,0.28571,0.2619,0.08126878967712242,0.05311643557461538,0.0232271675013912,0.338335975604128,0.338335975604128,1.921777947506372e-65,human,3.2298789033720543e-65
stem_ovl,5391,5391,1.461178315711371,0.8516561584121686,1.0,0.79048,2.52075008945119,0.4191649440450806,0.6095221572992023,0.3373276078919659,0.3373276078919659,4.479040627955422e-109,human,8.613539669145043e-109
if_ratio,5391,5391,0.0015405268039324802,0.000556546095344092,0.0,0.0,0.003878379170664316,0.0014876467507346292,0.0009839807085883882,0.3350002520962703,0.3350002520962703,3.4603426899266515e-19,human,4.523323777681897e-19
cw_freq_bra,5391,5391,4.359786047115563,4.450938191430161,4.42354,4.45929,0.35439647026857435,0.15648335786662604,-0.09115214431459862,-0.33274752595896484,0.33274752595896484,3.8318587714234824e-20,llm,5.109145028564643e-20
logic_operators,5391,5391,0.03746648859209794,0.032450767946577634,0.03614,0.03175,0.01964268734958043,0.010964567078082818,0.005015720645520305,0.3153179276729541,0.3153179276729541,1.3400252027407736e-42,human,2.1102759098279902e-42
indefinite_pronouns_diversity,5391,5391,0.6227378612502319,0.7506184492672974,1.0,1.0,0.4471108987094746,0.39134266530974116,-0.12788058801706548,-0.3043666491476981,0.3043666491476981,2.779584718919053e-51,llm,4.4473355502704853e-51
paragraphs,5391,5391,7.5835652012613615,5.894824707846411,7.0,6.0,7.133579739719551,3.874452875597074,1.6887404934149508,0.29419640814015924,0.29419640814015924,3.103776352155919e-42,human,4.8496505502436234e-42
adj_arg_ovl,5391,5391,1.0997435243925062,0.6447627397514376,0.73913,0.55556,2.238652078063039,0.45237531179969254,0.4549807846410686,0.2817284222556892,0.2817284222556892,7.741758740663166e-61,human,1.2902931234438608e-60
sentences_with_one_clause,5391,5391,0.17833972546837323,0.13512939343350028,0.14286,0.125,0.19154022516081473,0.10969326892867719,0.043210332034872956,0.2768520560845766,0.2768520560845766,4.561324658861672e-07,human,5.273207698105979e-07
tmp_pos_conn_ratio,5391,5391,0.008333346317937303,0.010447156371730663,0.00656,0.0098,0.009244698670725249,0.006058894189156543,-0.0021138100537933593,-0.27045212686559433,0.27045212686559433,2.0197692586820238e-112,llm,3.960331879768674e-112
subjunctive_future_ratio,5391,5391,0.012728497495826375,0.005237232424411055,0.0,0.0,0.03617619706989184,0.01608568789015257,0.007491265071415319,0.267590700214285,0.267590700214285,1.2653624331443796e-11,human,1.5621758433881228e-11
inflected_verbs,5391,5391,0.4732076924503803,0.5356651623075496,0.59091,0.55172,0.30607676180756915,0.13011803860108664,-0.06245746985716927,-0.2655797443179621,0.2655797443179621,7.257269998215151e-24,llm,9.807121619209664e-24
or_ratio,5391,5391,0.0014786217770358006,0.0007058004080875534,0.0,0.0,0.003828450639202435,0.0018225214506495545,0.0007728213689482472,0.257760258483415,0.257760258483415,3.131355341331506e-08,human,3.641110862013379e-08
arg_ovl,5391,5391,0.9886340140975699,0.6105503301799295,0.66667,0.54545,2.0739286295037793,0.35275743585582897,0.37808368391764036,0.25416513884094954,0.25416513884094954,9.06000250760382e-59,human,1.4852463127219378e-58
punctuation_ratio,5391,5391,0.16779595251344834,0.1519520367278798,0.15029,0.1458,0.08016834379899469,0.039058094443601005,0.01584391578556854,0.2512613775474733,0.2512613775474733,1.4694927045883615e-10,human,1.770473138058267e-10
pronoun_diversity,5391,5391,0.7397829271007234,0.6934908421443146,0.75,0.68421,0.21262761013675868,0.15342695816884847,0.0462920849564088,0.24968033546708787,0.24968033546708787,3.177431440118155e-60,human,5.251952793583727e-60
negation_ratio,5391,5391,0.008740712298274902,0.006758953811908736,0.00602,0.00607,0.010669452057651945,0.005167372088806286,0.0019817584863661662,0.2364108395729949,0.2364108395729949,0.07766799821922266,human,0.08048497224789913
dialog_pronoun_ratio,5391,5391,0.15403974958263775,0.09053858096828048,0.0,0.0,0.3122685550388338,0.24385524142315335,0.06350116861435727,0.22666197184857978,0.22666197184857978,3.257743934539435e-30,human,4.588371738787936e-30
