metric,category,n_human,n_llm,median_human,median_llm,mad_human,mad_llm,cliffs_delta,abs_delta,auc,p_value,magnitude,higher_in,q_value_fdr
sentences,complexidade_descritiva,5391,5391,8.0,14.0,3.0,3.0,-0.5782826898682205,0.5782826898682205,0.21085865506588974,0.0,large,llm,0.0
concretude_25_4_ratio,complexidade_psicolinguistica,5391,5391,0.44615,0.54887,0.07578000000000001,0.04886999999999997,-0.5602771108617897,0.5602771108617897,0.21986144456910517,0.0,large,llm,0.0
lsa_paragraph_mean,coesao_semantica_lsa,5391,5391,0.77181,0.90466,0.06908999999999998,0.024519999999999986,-0.5524520091452736,0.5524520091452736,0.2237739954273632,0.0,large,llm,0.0
lsa_all_std,coesao_semantica_lsa,5391,5391,0.0,0.06394,0.0,0.021040000000000003,-0.5486243087875562,0.5486243087875562,0.2256878456062219,0.0,large,llm,0.0
abstract_nouns_ratio,semantica_palavras,5391,5391,0.02439,0.04235,0.012489999999999998,0.009709999999999996,-0.539940069946954,0.539940069946954,0.230029965026523,0.0,large,llm,0.0
cross_entropy,coesao_semantica_lsa,5391,5391,0.65583,0.57624,0.06362000000000001,0.031769999999999965,0.521521661943976,0.521521661943976,0.760760830971988,0.0,large,human,0.0
familiaridade_4_55_ratio,complexidade_psicolinguistica,5391,5391,0.60328,0.67273,0.05628999999999995,0.033519999999999994,-0.5206838578735535,0.5206838578735535,0.23965807106322323,0.0,large,llm,0.0
lsa_span_std,coesao_semantica_lsa,5391,5391,0.10147,0.05044,0.04979000000000001,0.015219999999999997,0.5126248151379074,0.5126248151379074,0.7563124075689537,0.0,large,human,0.0
lsa_givenness_std,coesao_semantica_lsa,5391,5391,0.10873,0.05411,0.053419999999999995,0.017209999999999996,0.5079947855135216,0.5079947855135216,0.7539973927567608,0.0,large,human,0.0
concretude_4_55_ratio,complexidade_psicolinguistica,5391,5391,0.48062,0.40196,0.06757999999999997,0.04148999999999997,0.5023997792923558,0.5023997792923558,0.7511998896461779,0.0,large,human,0.0
idade_aquisicao_25_4_ratio,complexidade_psicolinguistica,5391,5391,0.22222,0.15972,0.05554999999999999,0.03051000000000001,0.5016323054827221,0.5016323054827221,0.750816152741361,0.0,large,human,0.0
sentence_length_min,complexidade_descritiva,5391,5391,3.0,9.0,3.0,4.0,-0.4807929399704042,0.4807929399704042,0.2596035300147979,0.0,large,llm,0.0
verbs_ambiguity,semantica_palavras,5391,5391,9.84615,8.30303,1.3151399999999995,0.82477,0.4798550769966681,0.4798550769966681,0.739927538498334,0.0,large,human,0.0
preposition_diversity,complexidade_diversidade_lexical,5391,5391,0.47368,0.36538,0.09437000000000001,0.05856,0.47961741989722206,0.47961741989722206,0.739808709948611,0.0,large,human,0.0
gunning_fox,complexidade_leiturabilidade,5391,5391,7.04609,9.10655,1.5071000000000003,1.0395699999999994,-0.4755440797490105,0.4755440797490105,0.26222796012549476,0.0,large,llm,0.0
words_per_sentence,complexidade_descritiva,5391,5391,17.27273,22.34783,3.7727299999999993,2.593350000000001,-0.469451394030757,0.469451394030757,0.2652743029846215,0.0,medium,llm,0.0
lsa_adj_std,coesao_semantica_lsa,5391,5391,0.11966,0.06373,0.05971,0.020629999999999996,0.4683869434692314,0.4683869434692314,0.7341934717346157,0.0,medium,human,0.0
content_word_standard_deviation,complexidade_diversidade_lexical,5391,5391,0.08845,0.06372,0.029040000000000003,0.011619999999999998,0.45489230747633047,0.45489230747633047,0.7274461537381652,0.0,medium,human,0.0
add_neg_conn_ratio,coesao_conectivos,5391,5391,0.0,0.00656,0.0,0.0033699999999999997,-0.45336128238628515,0.45336128238628515,0.2733193588068574,0.0,medium,llm,0.0
noun_diversity,complexidade_diversidade_lexical,5391,5391,0.75,0.81,0.05769000000000002,0.04245999999999994,-0.4297346157801768,0.4297346157801768,0.2851326921099116,0.0,medium,llm,0.0
named_entity_ratio_text,semantica_palavras,5391,5391,0.0,0.06089,0.0,0.01709,-0.42717310097371286,0.42717310097371286,0.28641344951314357,0.0,medium,llm,0.0
hypernyms_verbs,semantica_palavras,5391,5391,0.56522,0.75,0.17632999999999993,0.12143000000000004,-0.4119067548740264,0.4119067548740264,0.2940466225629868,2.6258476674007994e-300,medium,llm,6.269881165018236e-300
named_entity_ratio_sentence,semantica_palavras,5391,5391,0.0,0.06148,0.0,0.019429999999999996,-0.4114508124641876,0.4114508124641876,0.2942745937679062,5.0736248328036e-309,medium,llm,1.236696052995878e-308
brunet,complexidade_leiturabilidade,5391,5391,10.49085,11.06564,0.58127,0.25905999999999985,-0.4069962988184138,0.4069962988184138,0.2965018505907931,3.14239015439461e-293,medium,llm,7.353192961283387e-293
familiaridade_mean,complexidade_psicolinguistica,5391,5391,4.80847,4.68795,0.1250599999999995,0.08004000000000033,0.4036930819074682,0.4036930819074682,0.7018465409537341,1.594495246899885e-288,medium,human,3.657959684064442e-288
log_neg_conn_ratio,coesao_conectivos,5391,5391,0.0,0.00326,0.0,0.00326,-0.38681141074761305,0.38681141074761305,0.3065942946261935,4.298203645211e-310,medium,llm,1.069978354233376e-309
negative_words,semantica_palavras,5391,5391,0.24127,0.30275,0.06601000000000001,0.05482000000000001,-0.36655182258083774,0.36655182258083774,0.31672408870958113,2.9750402085252066e-238,medium,llm,6.693840469181715e-238
idade_aquisicao_std,complexidade_psicolinguistica,5391,5391,1.62987,1.53074,0.11245000000000016,0.07696999999999998,0.3663547670996554,0.3663547670996554,0.6831773835498277,5.344641979757393e-238,medium,human,1.1798549276068208e-237
concretude_1_25_ratio,complexidade_psicolinguistica,5391,5391,0.0,0.005,0.0,0.005,-0.3593941013624905,0.3593941013624905,0.32030294931875475,0.0,medium,llm,0.0
nouns_ambiguity,semantica_palavras,5391,5391,2.1134,2.47297,0.42450999999999994,0.28206,-0.35630796547665045,0.35630796547665045,0.3218460172616748,3.071591750923515e-225,medium,llm,6.655115460334282e-225
content_words_ambiguity,semantica_palavras,5391,5391,4.44275,3.95082,0.6372499999999999,0.32291000000000025,0.34863529186937803,0.34863529186937803,0.674317645934689,9.862811381445511e-216,medium,human,2.0980889665984086e-215
cau_neg_conn_ratio,coesao_conectivos,5391,5391,0.0,0.0,0.0,0.0,-0.3420256236812861,0.3420256236812861,0.32898718815935696,0.0,medium,llm,0.0
sentence_length_standard_deviation,complexidade_descritiva,5391,5391,9.9098,8.02884,2.88814,1.2823499999999992,0.3414182509985848,0.3414182509985848,0.6707091254992924,5.587843782012e-207,medium,human,1.167460218741793e-206
hard_conjunctions_ratio,complexidade_simplicidade,5391,5391,0.01235,0.01777,0.007259999999999999,0.00562,-0.30881171071787417,0.30881171071787417,0.3455941446410629,6.070203787918353e-170,small,llm,1.2459891985727145e-169
verb_diversity,complexidade_diversidade_lexical,5391,5391,0.86842,0.91176,0.06261000000000005,0.035050000000000026,-0.302694388763454,0.302694388763454,0.348652805618273,2.8718109136937966e-163,small,llm,5.793135808658176e-163
content_word_min,complexidade_diversidade_lexical,5391,5391,0.4,0.44444,0.07367999999999997,0.030559999999999976,-0.2998227188832381,0.2998227188832381,0.35008864055838096,1.3687190651678042e-160,small,llm,2.7142395021124254e-160
familiaridade_std,complexidade_psicolinguistica,5391,5391,0.77528,0.73223,0.06342999999999999,0.03547,0.29784786305253075,0.29784786305253075,0.6489239315262654,5.137671306723674e-158,small,human,9.85422201453557e-158
lsa_paragraph_std,coesao_semantica_lsa,5391,5391,0.07511,0.02189,0.07511,0.01274,0.29751472333386353,0.29751472333386353,0.6487573616669318,2.7697930025365828e-160,small,human,5.4010963549463365e-160
demonstrative_pronoun_ratio,coesao_referencial,5391,5391,0.08333,0.27273,0.08333,0.20095000000000002,-0.26928352354331286,0.26928352354331286,0.36535823822834357,4.706133331926942e-134,small,llm,8.880929029604067e-134
adj_cw_ovl,coesao_referencial,5391,5391,0.875,0.6,0.49038,0.26666999999999996,0.2686053732938589,0.2686053732938589,0.6343026866469295,6.297797474878262e-129,small,human,1.1695909596202487e-128
adj_stem_ovl,coesao_referencial,5391,5391,1.09524,0.78947,0.5714300000000001,0.31579,0.257992695218344,0.257992695218344,0.628996347609172,4.27118252511868e-119,small,human,7.808255553732588e-119
imageabilidade_55_7_ratio,complexidade_psicolinguistica,5391,5391,0.04,0.02094,0.030830000000000003,0.01516,0.25140793853162724,0.25140793853162724,0.6257039692658136,1.0160710466444734e-113,small,human,1.8289278839600522e-113
tmp_pos_conn_ratio,coesao_conectivos,5391,5391,0.00656,0.0098,0.00656,0.0039000000000000007,-0.2495487629048201,0.2495487629048201,0.37522561854758996,2.0197692586820238e-112,small,llm,3.5805000494817696e-112
stem_ovl,coesao_referencial,5391,5391,1.0,0.79048,0.4285699999999999,0.25497000000000003,0.24674955659075914,0.24674955659075914,0.6233747782953796,4.479040627955422e-109,small,human,7.821608260757976e-109
adverbs_ambiguity,semantica_palavras,5391,5391,2.28571,2.77778,0.9142900000000003,0.7777799999999999,-0.23283121862557254,0.23283121862557254,0.3835843906872137,2.067410823481245e-97,small,llm,3.5571627404015544e-97
relative_pronouns_diversity_ratio,complexidade_diversidade_lexical,5391,5391,0.33333,0.5,0.33333,0.16666999999999998,-0.2282461604546363,0.2282461604546363,0.38587691977268185,4.386978427222455e-96,small,llm,7.43878950702938e-96
concretude_55_7_ratio,complexidade_psicolinguistica,5391,5391,0.0549,0.03556,0.036379999999999996,0.021070000000000002,0.22392129672209715,0.22392129672209715,0.6119606483610486,3.074903167115353e-90,small,human,5.139481007892805e-90
idade_aquisicao_4_55_ratio,complexidade_psicolinguistica,5391,5391,0.28571,0.2619,0.05008000000000001,0.034979999999999956,0.18999871347923136,0.18999871347923136,0.5949993567396157,1.921777947506372e-65,small,human,3.166873519130219e-65
adj_arg_ovl,coesao_referencial,5391,5391,0.73913,0.55556,0.40579999999999994,0.25693999999999995,0.18294979083457008,0.18294979083457008,0.591474895417285,7.741758740663166e-61,small,human,1.2580357953577642e-60
pronoun_diversity,complexidade_diversidade_lexical,5391,5391,0.75,0.68421,0.14473999999999998,0.10150000000000003,0.18161933085711635,0.18161933085711635,0.5908096654285582,3.177431440118155e-60,small,human,5.09259559580581e-60
arg_ovl,coesao_referencial,5391,5391,0.66667,0.54545,0.32122,0.20455,0.17975533808915922,0.17975533808915922,0.5898776690445796,9.06000250760382e-59,small,human,1.4324598559319555e-58
min_cw_freq,complexidade_frequencia,5391,5391,1402.52381,828.9,1264.72381,493.05454999999995,0.17266574500993204,0.17266574500993204,0.586332872504966,2.3025290214998852e-54,small,human,3.591945273539821e-54
adjectives_ambiguity,semantica_palavras,5391,5391,2.4,2.8,1.1,0.5428600000000001,-0.16905891057393796,0.16905891057393796,0.415470544713031,3.3814206826671696e-52,small,llm,5.2056081562113006e-52
logic_operators,coesao_conectivos,5391,5391,0.03614,0.03175,0.012400000000000001,0.007120000000000001,0.1521310980834969,0.1521310980834969,0.5760655490417484,1.3400252027407736e-42,small,human,2.0100378041111604e-42
paragraphs,complexidade_descritiva,5391,5391,7.0,6.0,5.0,2.0,0.1506041675634291,0.1506041675634291,0.5753020837817145,3.103776352155919e-42,small,human,4.596732065851171e-42
indefinite_pronouns_diversity,complexidade_diversidade_lexical,5391,5391,1.0,1.0,0.0,0.0,-0.1488648011186503,0.1488648011186503,0.42556759944067485,2.779584718919053e-51,small,llm,4.2235248326432364e-51
medium_short_sentence_ratio,complexidade_simplicidade,5391,5391,0.06667,0.05,0.06667,0.05,0.14020210178061832,0.14020210178061832,0.5701010508903092,4.73269649200675e-40,negligible,human,6.9215686195598705e-40
content_density,complexidade_diversidade_lexical,5391,5391,1.62105,1.6755,0.17390000000000017,0.10993000000000008,-0.13562165430192552,0.13562165430192552,0.43218917284903724,3.295714068804632e-34,negligible,llm,4.760475877162246e-34
conn_ratio,coesao_conectivos,5391,5391,0.07368,0.07874,0.016520000000000007,0.010510000000000005,-0.1347085996051114,0.1347085996051114,0.4326457001974443,9.000075558067503e-34,negligible,llm,1.2841571223096315e-33
freq_bra,complexidade_frequencia,5391,5391,5.31738,5.35225,0.14634999999999998,0.07806999999999942,-0.1291669260181053,0.1291669260181053,0.43541653699094734,3.466385603620399e-31,negligible,llm,4.8863507906456225e-31
familiaridade_25_4_ratio,complexidade_psicolinguistica,5391,5391,0.15068,0.16505,0.047850000000000004,0.031670000000000004,-0.126168634141949,0.126168634141949,0.4369156829290255,7.831525474912327e-30,negligible,llm,1.0779864477232262e-29
add_pos_conn_ratio,coesao_conectivos,5391,5391,0.0299,0.03286,0.01039,0.0075400000000000016,-0.11308514114619261,0.11308514114619261,0.4434574294269037,2.7323877022888495e-24,negligible,llm,3.674590358250522e-24
cw_freq_bra,complexidade_frequencia,5391,5391,4.42354,4.45929,0.1879799999999996,0.09701999999999966,-0.1022308490338587,0.1022308490338587,0.44888457548307065,3.8318587714234824e-20,negligible,llm,5.094630412006221e-20
cw_freq,complexidade_frequencia,5391,5391,367774.76033,404026.10363,171219.05980999995,141407.47485,-0.10123803624286254,0.10123803624286254,0.44938098187856873,8.754567271659889e-20,negligible,llm,1.150881315487873e-19
simple_word_ratio,complexidade_simplicidade,5391,5391,0.645,0.63084,0.06435000000000002,0.03750000000000009,0.08811500828152585,0.08811500828152585,0.5440575041407629,2.3113327728583936e-15,negligible,human,2.971713565103649e-15
dialog_pronoun_ratio,complexidade_simplicidade,5391,5391,0.0,0.0,0.0,0.0,0.08737709107366198,0.08737709107366198,0.543688545536831,3.257743934539435e-30,negligible,human,4.537571908822784e-30
log_pos_conn_ratio,coesao_conectivos,5391,5391,0.02564,0.02719,0.010589999999999999,0.0064600000000000005,-0.07596105148694654,0.07596105148694654,0.46201947425652673,8.449007106570571e-12,negligible,llm,1.0629396037298461e-11
imageabilidade_std,complexidade_psicolinguistica,5391,5391,0.60151,0.60946,0.05618000000000001,0.044499999999999984,-0.0731287789397066,0.0731287789397066,0.4634356105301467,4.839383724396643e-11,negligible,llm,6.02348825270646e-11
concretude_std,complexidade_psicolinguistica,5391,5391,0.76465,0.7497,0.07450999999999997,0.05835999999999997,0.07109171317186336,0.07109171317186336,0.5355458565859317,1.6306654373199925e-10,negligible,human,2.0082932228046223e-10
freq_brwac,complexidade_frequencia,5391,5391,5.09157,5.11415,0.17549999999999955,0.10226999999999986,-0.07054328165194634,0.07054328165194634,0.46472835917402683,2.248873405491007e-10,negligible,llm,2.740814462942165e-10
familiaridade_1_25_ratio,complexidade_psicolinguistica,5391,5391,0.0,0.0,0.0,0.0,-0.06815380760083622,0.06815380760083622,0.4659230961995819,4.003340046415705e-15,negligible,llm,5.091204189463451e-15
if_ratio,coesao_conectivos,5391,5391,0.0,0.0,0.0,0.0,0.06606020924078382,0.06606020924078382,0.5330301046203919,3.4603426899266515e-19,negligible,human,4.498445496904647e-19
cau_pos_conn_ratio,coesao_conectivos,5391,5391,0.03356,0.03167,0.011889999999999998,0.0071899999999999985,0.06577162807775316,0.06577162807775316,0.5328858140388766,3.332941915105595e-09,negligible,human,4.020146433684068e-09
cw_freq_brwac,complexidade_frequencia,5391,5391,4.08157,4.10478,0.23838000000000026,0.12457999999999991,-0.0538032000337475,0.0538032000337475,0.47309839998312625,1.3113654579272038e-06,negligible,llm,1.5497955411866954e-06
adjective_diversity_ratio,complexidade_diversidade_lexical,5391,5391,0.9375,0.9375,0.0625,0.05871000000000004,-0.05064862633542766,0.05064862633542766,0.47467568683228617,2.7168179757198417e-06,negligible,llm,3.14720498177447e-06
medium_long_sentence_ratio,complexidade_simplicidade,5391,5391,0.05882,0.05882,0.05882,0.05882,0.050454977261201295,0.050454977261201295,0.5252274886306006,2.195233881034373e-06,negligible,human,2.5684236408102163e-06
anaphoric_refs,coesao_referencial,5391,5391,0.0,0.33333,0.0,0.33333,-0.04786793160664282,0.04786793160664282,0.4760660341966786,5.242689827217589e-06,negligible,llm,6.013673625337822e-06
dalechall_adapted,complexidade_leiturabilidade,5391,5391,10.95806,11.0888,0.8523199999999989,0.49804000000000137,-0.04611304708573116,0.04611304708573116,0.4769434764571344,3.375682502247737e-05,negligible,llm,3.7976428150287044e-05
adverbs_diversity_ratio,complexidade_diversidade_lexical,5391,5391,0.83333,0.8,0.16666999999999998,0.11250000000000004,0.04359295969315635,0.04359295969315635,0.5217964798465782,6.842260088699544e-05,negligible,human,7.624232670265207e-05
coreference_pronoun_ratio,coesao_referencial,5391,5391,0.0,0.0,0.0,0.0,-0.042376803593559775,0.042376803593559775,0.4788115982032201,1.8474107357109445e-05,negligible,llm,2.0985151075551506e-05
or_ratio,coesao_conectivos,5391,5391,0.0,0.0,0.0,0.0,0.04166500217235858,0.04166500217235858,0.5208325010861793,3.131355341331506e-08,negligible,human,3.738454846283532e-08
imageabilidade_1_25_ratio,complexidade_psicolinguistica,5391,5391,0.0,0.0,0.0,0.0,-0.03830057316065805,0.03830057316065805,0.480849713419671,1.641360476684854e-29,negligible,llm,2.2330136717689293e-29
adjacent_refs,coesao_referencial,5391,5391,0.0,0.05263,0.0,0.05263,-0.038123646447852155,0.038123646447852155,0.4809381767760739,0.0002008766601741949,negligible,llm,0.0002217223513243472
sentence_length_max,complexidade_descritiva,5391,5391,36.0,37.0,10.0,4.0,-0.035687136454228385,0.035687136454228385,0.4821564317728858,0.0013244603667583975,negligible,llm,0.001448241709446098
content_word_max,complexidade_diversidade_lexical,5391,5391,0.66667,0.66667,0.047619999999999996,0.03920999999999997,-0.03220885087063463,0.03220885087063463,0.4838955745646827,0.003662130042380286,negligible,llm,0.003967307545911976
easy_conjunctions_ratio,complexidade_simplicidade,5391,5391,0.0671,0.0663,0.016010000000000003,0.008970000000000006,0.026536013411746717,0.026536013411746717,0.5132680067058734,0.017026235062361648,negligible,human,0.018275866993544155
min_cw_freq_brwac,complexidade_frequencia,5391,5391,1.68887,1.63724,0.4708700000000001,0.29667,0.02359504551527425,0.02359504551527425,0.5117975227576371,0.033863894456029116,negligible,human,0.036018869557776424
and_ratio,coesao_conectivos,5391,5391,0.0232,0.02349,0.00929,0.006009999999999998,-0.02289986323104032,0.02289986323104032,0.48855006838447984,0.03947225235586304,negligible,llm,0.04160588761834212
negation_ratio,coesao_conectivos,5391,5391,0.00602,0.00607,0.00602,0.003280000000000001,-0.019396838186826693,0.019396838186826693,0.49030158090658665,0.07766799821922266,negligible,llm,0.0811353195682951
min_cw_freq_bra,complexidade_frequencia,5391,5391,1.93283,1.91863,0.5514700000000001,0.3548699999999998,0.00873316723142481,0.00873316723142481,0.5043665836157124,0.43228288861804154,negligible,human,0.44365875410799
min_freq_bra,complexidade_frequencia,5391,5391,1.76306,1.75317,0.57961,0.3596999999999999,0.0022580349140197686,0.0022580349140197686,0.5011290174570099,0.8391022607954229,negligible,human,0.853695343591865
tmp_neg_conn_ratio,coesao_conectivos,5391,5391,0.0,0.0,0.0,0.0,-0.002097211215914885,0.002097211215914885,0.49895139439204256,0.35261096874224385,negligible,llm,0.3650927729455091
min_freq_brwac,complexidade_frequencia,5391,5391,1.5422,1.52087,0.4955900000000002,0.30298999999999987,-0.001984008398892012,0.001984008398892012,0.499007995800554,0.858407383977133,negligible,llm,0.8658074476321084
subtitles,complexidade_descritiva,5391,5391,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,negligible,tie,1.0
